373986383125176320	positive	das ganze plakative Gehabe lass ich mal durchgehen weil ' ' wahlkampf ' ' ist %PosSmiley	die ganz plakative Gehabe laß ich mal durchgehen weil ' ' Wahlkampf ' ' sein %PosSmiley	ART ADJA ADJA NN ADJD PPER ADV VVFIN KOUS $( $( NN $( $( VAFIN ITJ	4/NK 4/NK 4/NK 8/OA 8/MO 8/SB 8/MO 0/-- 15/CP 9/-- 10/-- 15/SB 12/-- 13/-- 8/MO 7/DM	case=nom|Sentiment::markable_100500229::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|Target::markable_100500230::Anaphref=empty|Sentiment::markable_100500229::Polarity=positive|num=sg|Sentiment::markable_100500229::Sarcasm=false|Target::markable_100500230::Target=True|Target::markable_100500230::Preferred=true case=nom|num=sg|Sentiment::markable_100500229::Sentiment=True|Target::markable_100500230::Target=True|gender=neut|pos=True case=nom|EmoExpression::markable_100500231::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_100500231::Sarcasm=false|num=sg|EmoExpression::markable_100500231::Polarity=positive|Target::markable_100500230::Target=True|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True case=nom|EmoExpression::markable_100500415::EmoExpression=True|Sentiment::markable_100500229::Sentiment=True|EmoExpression::markable_100500415::Uncertain=false|gender=neut|EmoExpression::markable_100500415::Sarcasm=false|EmoExpression::markable_100500415::Intensity=medium|num=sg|Target::markable_100500230::Target=True|EmoExpression::markable_100500415::SubjectiveFact=false|EmoExpression::markable_100500415::Polarity=negative _ case=nom|*=True|num=sg|pers=1 _ _ _ _ _ case=acc|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
369894205227028480	positive	mit RasmusAndresen jetzt den zweiten grünen netzpolitiker kennengelernt , der sogar taugt . / / @Isarmatrose %PosSmiley	mit %User jetzt die zweit grün netzpolitiker kennenlernen , die sogar taugen . / / @Isarmatrose %PosSmiley	APPR NE ADV ART ADJA ADJA NN VVPP $, PRELS ADV VVFIN $. $( $( NN ITJ	29/MO 22/NK 29/MO 28/NK 28/NK 28/NK 29/OA 21/-- 29/-- 33/SB 33/MO 28/RC 33/-- 16/-- 14/-- 13/-- 16/NK	Sentiment::markable_100500259::Polarity=positive|Sentiment::markable_100500259::Sentiment=True|Sentiment::markable_100500259::Intensity=medium|Sentiment::markable_100500259::Sarcasm=false case=dat|num=sg|Target::markable_100500260::Preferred=true|Target::markable_100500260::Anaphref=empty|Sentiment::markable_100500259::Sentiment=True|*=True|Target::markable_100500260::Target=True Sentiment::markable_100500259::Sentiment=True case=acc|gender=masc|Sentiment::markable_100500259::Sentiment=True|num=sg case=acc|gender=masc|Sentiment::markable_100500259::Sentiment=True|num=sg|pos=True case=acc|gender=masc|Sentiment::markable_100500259::Sentiment=True|num=sg|pos=True case=acc|gender=masc|Sentiment::markable_100500259::Sentiment=True|num=sg Sentiment::markable_100500259::Sentiment=True Sentiment::markable_100500259::Sentiment=True case=nom|gender=masc|Sentiment::markable_100500259::Sentiment=True|num=sg Sentiment::markable_100500259::Sentiment=True EmoExpression::markable_100500261::Intensity=medium|EmoExpression::markable_100500261::SubjectiveFact=false|mood=ind|EmoExpression::markable_100500261::Polarity=positive|EmoExpression::markable_100500261::Sarcasm=false|pers=3|num=sg|tense=pres|Sentiment::markable_100500259::Sentiment=True|EmoExpression::markable_100500261::Uncertain=false|EmoExpression::markable_100500261::EmoExpression=True Sentiment::markable_100500259::Sentiment=True _ _ _ EmoExpression::markable_32::Intensity=medium|EmoExpression::markable_32::Polarity=positive|EmoExpression::markable_32::Sarcasm=false|EmoExpression::markable_32::SubjectiveFact=false|EmoExpression::markable_32::Uncertain=false|EmoExpression::markable_32::EmoExpression=True
380978562028695554	positive	Koalition aus SDP - CDU - lehnt mal wieder den Mindestlohn im AGH im Hauptausschuss ab . Soviel zu Wahlversprechen %NegSmiley ...	Koalition aus SDP - CDU - lehnen mal wieder die Mindestlohn in AGH in Hauptausschuss ab . soviele zu Wahlversprechen %NegSmiley ...	NN APPR NN $( NE $( VVFIN ADV ADV ART NN APPRART NE APPRART NN PTKVZ $. PIS APPR NN ITJ $.	24/SB 18/MNR 19/NK 20/-- 18/PAR 22/-- 17/-- 24/MO 24/MO 28/NK 24/OA 28/MNR 29/NK 24/MO 31/NK 24/SVP 33/-- 17/-- 18/MNR 19/NK 20/NK 20/--	case=nom|gender=fem|Source::markable_100500267::Anaphref=empty|num=sg|Sentiment::markable_100500267::Sarcasm=false|Sentiment::markable_100500267::Polarity=positive|Sentiment::markable_100500267::Intensity=medium|Source::markable_100500267::Source=True|Sentiment::markable_100500267::Sentiment=True|Sentiment::markable_100500265::Sentiment=True Source::markable_100500267::Source=True|Sentiment::markable_100500267::Sentiment=True|Sentiment::markable_100500265::Sentiment=True case=dat|num=sg|Sentiment::markable_100500265::Sentiment=True|Source::markable_100500267::Source=True|gender=fem|Sentiment::markable_100500267::Sentiment=True Source::markable_100500267::Source=True|Sentiment::markable_100500267::Sentiment=True|Sentiment::markable_100500265::Sentiment=True case=dat|num=sg|Sentiment::markable_100500265::Sentiment=True|Source::markable_100500267::Source=True|gender=fem|Sentiment::markable_100500267::Sentiment=True Sentiment::markable_100500267::Sentiment=True|Sentiment::markable_100500265::Sentiment=True EmoExpression::markable_100500267::EmoExpression=True|mood=ind|EmoExpression::markable_100500267::SubjectiveFact=false|EmoExpression::markable_100500267::Intensity=medium|EmoExpression::markable_100500267::Uncertain=false|pers=3|num=sg|tense=pres|Sentiment::markable_100500265::Sentiment=True|EmoExpression::markable_100500267::Sarcasm=false|Sentiment::markable_100500267::Sentiment=True|EmoExpression::markable_100500267::Polarity=negative Sentiment::markable_100500267::Sentiment=True|Sentiment::markable_100500265::Sentiment=True Sentiment::markable_100500267::Sentiment=True|Sentiment::markable_100500265::Sentiment=True case=acc|Target::markable_100500267::Target=True|Target::markable_100500267::Preferred=true|Target::markable_100500267::Anaphref=empty|gender=masc|num=sg|Sentiment::markable_100500265::Sentiment=True|Sentiment::markable_100500267::Sentiment=True case=acc|Target::markable_100500267::Target=True|num=sg|Sentiment::markable_100500265::Sentiment=True|gender=masc|Sentiment::markable_100500267::Sentiment=True case=dat|gender=neut|Sentiment::markable_100500267::Sentiment=True|num=sg|Sentiment::markable_100500265::Sentiment=True case=dat|gender=neut|Sentiment::markable_100500267::Sentiment=True|num=sg|Sentiment::markable_100500265::Sentiment=True case=dat|gender=neut|Sentiment::markable_100500267::Sentiment=True|num=sg|Sentiment::markable_100500265::Sentiment=True case=dat|gender=neut|Sentiment::markable_100500267::Sentiment=True|num=sg|Sentiment::markable_100500265::Sentiment=True Sentiment::markable_100500267::Sentiment=True|EmoExpression::markable_100500267::EmoExpression=True|Sentiment::markable_100500265::Sentiment=True Sentiment::markable_100500267::Sentiment=True|Sentiment::markable_100500265::Sentiment=True *=True|Sentiment::markable_100500265::Sentiment=True Sentiment::markable_100500265::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_100500265::Sentiment=True EmoExpression::markable_100500265::EmoExpression=True|EmoExpression::markable_100500265::Uncertain=false|Sentiment::markable_100500265::Sentiment=True|EmoExpression::markable_100500265::SubjectiveFact=false|EmoExpression::markable_100500265::Sarcasm=false|EmoExpression::markable_100500265::Polarity=negative|EmoExpression::markable_100500265::Intensity=medium Sentiment::markable_100500265::Sentiment=True
347112396017528832	neutral	Piratenpartei Mittwoch und Freitag Pflichttermine für Kernis %PosSmiley : Beitrag kann nach Anmeldung ... %Link Piraten Forum	Piratenpartei Mittwoch und Freitag Pflichttermin für Kernis %PosSmiley : Beitrag können nach Anmeldung ... %Link Pirat Forum	NN NN KON NN NN APPR NN ITJ $. NN VMFIN APPR NN $. XY NN NN	22/-- 23/NK 24/CD 25/CJ 24/CJ 27/MNR 28/NK 29/NK 29/-- 33/SB 27/PAR 33/MO 34/NK 35/-- 22/-- 15/-- 16/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg EmoExpression::markable_33::Sarcasm=false|EmoExpression::markable_33::Uncertain=false|EmoExpression::markable_33::Polarity=positive|EmoExpression::markable_33::EmoExpression=True|EmoExpression::markable_33::Intensity=medium|EmoExpression::markable_33::SubjectiveFact=false case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg _ _ case=nom|gender=masc|num=pl case=nom|gender=neut|num=sg
377317914246139904	neutral	So geht Wahlwerbung ! Zeigt Schwarz / Gelb am 22.9 die GRÜNE Karte %PosSmiley GRÜN verändert ... GRÜN wirkt ... 2013  wird ...	so gehen Wahlwerbung ! zeigen Schwarz / Gelb an @card@ die grün Karte %PosSmiley grün verändern ... grün wirken ... @card@ werden ...	ADV VVFIN NN $. VVFIN NE $( NN APPRART CARD ART ADJA NN ITJ ADJD VVPP $. ADJD VVFIN $. CARD VAFIN $.	19/MO 17/-- 19/SB 20/-- 4/-- 5/SB 6/-- 6/APP 8/MNR 9/NK 13/NK 13/NK 16/OA 15/DM 16/MO 5/MO 16/-- 19/MO 17/-- 19/-- 22/SB 20/-- 22/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg EmoExpression::markable_34::SubjectiveFact=false|EmoExpression::markable_34::Intensity=medium|EmoExpression::markable_34::EmoExpression=True|EmoExpression::markable_34::Polarity=positive|EmoExpression::markable_34::Uncertain=false|EmoExpression::markable_34::Sarcasm=false pos=True _ _ pos=True pers=3|num=sg|tense=pres|mood=ind _ _ pers=3|num=sg|tense=pres|mood=ind _
382475602139164674	neutral	Das stelle ich mir getade bildlich vor : die gewesenen FDP - Minister im Arbeitsamt %PosSmiley	die stellen ich ich getade bildlich vor : die gewesen FDP - Minister in Arbeitsamt %PosSmiley	PDS VVFIN PPER PRF ADJD ADJD PTKVZ $. ART ADJA NE $( NN APPRART NN ITJ	25/OA 23/-- 25/SB 25/DA 29/MO 25/MO 25/SVP 30/-- 34/NK 34/NK 25/OA 34/-- 34/APP 36/MNR 37/NK 38/NK	case=acc|gender=neut|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=dat|pers=1|num=sg pos=True pos=True _ _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl _ case=nom|gender=masc|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|EmoExpression::markable_35::Uncertain=false|EmoExpression::markable_35::Intensity=medium|EmoExpression::markable_35::Sarcasm=false|gender=neut|EmoExpression::markable_35::EmoExpression=True|num=sg|EmoExpression::markable_35::SubjectiveFact=false|EmoExpression::markable_35::Polarity=positive
370276983038812162	negative	Noch immer Keine Helfer zum Plakatieren am Freitag Abend am Olympiastadion . %NegSmiley Fanrechte Berlin Piraten	noch immer keine Helfer zu Plakatieren an Freitag Abend an Olympiastadien . %NegSmiley Fanrechte Berlin Pirat	ADV ADV PIAT NN APPRART NN APPRART NN NN APPRART NN $. ITJ NN NE NN	18/MO 19/MO 20/NK 16/-- 20/MNR 21/NK 22/MNR 23/NK 23/CJ 25/MNR 26/NK 27/-- 14/NK 12/-- 14/NK 14/OA	Sentiment::markable_36::Sarcasm=false|Target::markable_37::Preferred=true|Target::markable_37::Anaphref=empty|Sentiment::markable_36::Polarity=negative|Target::markable_37::Target=True|Sentiment::markable_36::Intensity=medium|Sentiment::markable_36::Sentiment=True Target::markable_37::Target=True|Sentiment::markable_36::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=acc|gender=masc|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_36::Sentiment=True|Target::markable_37::Target=True Sentiment::markable_36::Sentiment=True EmoExpression::markable_38::Polarity=negative|EmoExpression::markable_38::Sarcasm=false|EmoExpression::markable_38::EmoExpression=True|EmoExpression::markable_38::SubjectiveFact=false|EmoExpression::markable_38::Uncertain=false|EmoExpression::markable_38::Intensity=medium|Sentiment::markable_36::Sentiment=True case=acc|gender=neut|num=pl case=nom|gender=neut|num=sg case=acc|gender=masc|num=pl
348742398429503489	positive	Grüne : " s21 soll dabei ABSPRACHEGEMÄss keine Rolle spielen - auch in Stuttgart nicht . " Das hättet ihr wohl gern %NegSmiley BTW13	Grüne : " s21 sollen dabei absprachegemäß keine Rolle spielen - auch in Stuttgart nicht . " die haben ihr wohl gern %NegSmiley BTW13	NN $. $( VVIMP VMFIN PAV ADJD PIAT NN VVINF $( ADV APPR NE PTKNEG $. $( PDS VAFIN PPER ADV ADV ITJ CARD	20/PD 17/-- 18/-- 26/MO 16/-- 26/NK 26/MO 25/NK 26/OA 21/OC 26/-- 29/MO 21/MO 29/NK 21/NG 31/-- 32/-- 19/SB 17/-- 21/DA 19/MO 19/MO 19/NK 23/NK	case=nom|*=True|num=pl _ _ _ pers=3|num=sg|tense=pres|mood=ind _ pos=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind _ _ _ case=dat|gender=neut|num=sg _ _ _ case=nom|Sentiment::markable_100500272::Sarcasm=false|Sentiment::markable_100500272::Polarity=positive|Target::markable_100500273::Anaphref=empty|gender=neut|Target::markable_100500273::Preferred=true|num=sg|Sentiment::markable_100500272::Sentiment=True|Target::markable_100500273::Target=True|Sentiment::markable_100500272::Intensity=medium pers=3|Sentiment::markable_100500272::Sentiment=True|num=sg|tense=pres|mood=ind case=dat|pers=3|num=sg|Source::markable_100500274::Source=True|Sentiment::markable_100500272::Sentiment=True|Source::markable_100500274::Anaphref=empty|gender=fem Sentiment::markable_100500272::Sentiment=True Sentiment::markable_100500272::Sentiment=True|EmoExpression::markable_100500275::EmoExpression=True|EmoExpression::markable_100500275::Uncertain=false|EmoExpression::markable_100500275::Sarcasm=false|EmoExpression::markable_100500275::Intensity=medium|EmoExpression::markable_100500275::SubjectiveFact=false|EmoExpression::markable_100500275::Polarity=positive EmoExpression::markable_39::SubjectiveFact=false|EmoExpression::markable_39::EmoExpression=True|EmoExpression::markable_39::Sarcasm=false|Sentiment::markable_100500272::Sentiment=True|EmoExpression::markable_39::Polarity=negative|EmoExpression::markable_39::Uncertain=false|EmoExpression::markable_39::Intensity=medium _
372729019458125824	neutral	Haha , vorsicht , eben bei der SZ 79%  FDP - Übereinstimmung bekommen ! ( SPD 70 % ) : > pscljnsn	Haha , Vorsicht , eben bei die SZ @card@ FDP - Übereinstimmung bekommen ! ( SPD 70 % ) : > %User	NN $, NN $, ADV APPR ART NE CARD NE $( NN VVINF $. $( NE CARD NN $( $. $( NE	37/OA 25/-- 25/CJ 27/-- 37/MO 37/MO 32/NK 30/NK 36/NK 36/NK 34/-- 37/OA 24/-- 37/-- 16/-- 18/NK 18/NK 14/-- 18/-- 19/-- 20/-- 18/AG	case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ _ case=nom|gender=fem|num=sg _ gender=neut|*=True _ _ _ case=gen|*=True|num=sg
367909097774919680	neutral	Kreuzbergs grüne Bezirksbürgermeisterin versucht gar nicht erst den Kampf gegen Gangsterbande	Kreuzberg grün Bezirksbürgermeisterin versuchen gar nicht erst die Kampf gegen Gangsterbande	NN ADJA NN VVFIN ADV PTKNEG ADV ART NN APPR NN	25/AG 25/NK 26/SB 22/-- 28/MO 29/NG 26/MO 31/NK 26/OA 31/MNR 32/NK	case=gen|gender=masc|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=acc|gender=masc|num=sg case=acc|EmoExpression::markable_100500276::EmoExpression=True|gender=masc|EmoExpression::markable_100500276::Sarcasm=false|EmoExpression::markable_100500276::Polarity=negative|num=sg|EmoExpression::markable_100500276::Intensity=medium|EmoExpression::markable_100500276::Uncertain=false|EmoExpression::markable_100500276::SubjectiveFact=false _ case=acc|EmoExpression::markable_100500418::Polarity=negative|EmoExpression::markable_100500418::Intensity=medium|gender=masc|EmoExpression::markable_100500418::SubjectiveFact=false|EmoExpression::markable_100500418::EmoExpression=True|EmoExpression::markable_100500418::Uncertain=false|num=pl|EmoExpression::markable_100500418::Sarcasm=false
351306802849259521	negative	AfD + Unwählbar sind nur die Berliner gestalten Inklusive Opposition die den Bürgern nur noch verarschen !	AfD + Unwählbar sein nur die Berliner gestalten inklusive Opposition die die Bürger nur noch verarschen !	NN KON NN VAFIN ADV ART NN VVFIN APPR NN ART ART NN ADV ADV VVINF $.	15/SB 12/CD 13/CJ 11/-- 18/MO 18/NK 15/SB 15/CJ 19/MO 20/NK 19/SB 24/NK 27/DA 27/MO 25/MO 19/OC 27/--	case=nom|gender=masc|num=sg _ case=nom|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind _ case=nom|gender=fem|num=sg *=True|pos=True EmoExpression::markable_100500419::SubjectiveFact=false|EmoExpression::markable_100500419::Intensity=medium|EmoExpression::markable_100500419::Sarcasm=false|mood=ind|EmoExpression::markable_100500419::EmoExpression=True|EmoExpression::markable_100500419::Uncertain=false|pers=3|EmoExpression::markable_100500419::Polarity=negative|num=pl|tense=pres _ case=dat|Sentiment::markable_100500281::Sentiment=True|gender=fem|Sentiment::markable_100500281::Intensity=strong|Target::markable_100500282::Anaphref=empty|num=sg|Target::markable_100500282::Target=True|Sentiment::markable_100500281::Polarity=negative|Sentiment::markable_100500281::Sarcasm=false|Target::markable_100500282::Preferred=true case=nom|gender=fem|num=pl|Sentiment::markable_100500281::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_100500281::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_100500281::Sentiment=True Sentiment::markable_100500281::Sentiment=True Sentiment::markable_100500281::Sentiment=True EmoExpression::markable_100500283::Sarcasm=false|Sentiment::markable_100500281::Sentiment=True|EmoExpression::markable_100500283::Polarity=negative|EmoExpression::markable_100500283::EmoExpression=True|EmoExpression::markable_100500283::Uncertain=false|EmoExpression::markable_100500283::Intensity=medium|EmoExpression::markable_100500283::SubjectiveFact=false _
370526915645677568	positive	Wenn Twitter & Co. ein Frühinidkator sind , kann die SPD wieder hoffen . Die erstaunliche Aufholjagd der SPD http : ...	wenn Twitter & Co. eine Frühinidkator sein , können die SPD wieder hoffen . die erstaunlich Aufholjagd die SPD Http : ...	KOUS NN KON NN ART NN VAFIN $, VMFIN ART NE ADV VVINF $. ART ADJA NN ART NE NN $. $.	24/CP 24/SB 19/CD 20/CJ 23/NK 24/PD 26/MO 24/-- 17/-- 28/NK 26/SB 26/MO 26/OC 30/-- 17/NK 17/NK 20/AG 19/NK 17/AG 14/-- 20/-- 21/--	_ case=nom|gender=neut|num=pl _ *=True *=True case=nom|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ EmoExpression::markable_100500277::Sarcasm=false|EmoExpression::markable_100500277::Uncertain=false|EmoExpression::markable_100500277::Intensity=medium|EmoExpression::markable_100500277::SubjectiveFact=false|EmoExpression::markable_100500277::Polarity=positive|EmoExpression::markable_100500277::EmoExpression=True _ case=nom|Sentiment::markable_100500278::Sentiment=True|Sentiment::markable_100500278::Sarcasm=false|gender=fem|Sentiment::markable_100500278::Intensity=medium|Target::markable_100500279::Preferred=true|Sentiment::markable_100500278::Polarity=positive|Target::markable_100500279::Target=True|num=sg|Target::markable_100500279::Anaphref=empty case=nom|EmoExpression::markable_100500280::Polarity=positive|Sentiment::markable_100500278::Sentiment=True|gender=fem|pos=True|EmoExpression::markable_100500280::Uncertain=false|Target::markable_100500279::Target=True|num=sg|EmoExpression::markable_100500280::Intensity=medium|EmoExpression::markable_100500280::SubjectiveFact=false|EmoExpression::markable_100500280::EmoExpression=True|EmoExpression::markable_100500280::Sarcasm=false case=nom|gender=fem|num=sg|Target::markable_100500279::Target=True|Sentiment::markable_100500278::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_100500279::Target=True|Sentiment::markable_100500278::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_100500279::Target=True|Sentiment::markable_100500278::Sentiment=True _ _ _
351425205144530944	neutral	Unterstütze den Vorschlag von Sven Giegold , Sprecher der Grünen im Europaparlament , Snowden Asyl in Deutschland zu ...	unterstützen die Vorschlag von Sven Giegold , Sprecher die Grüne in Europaparlament , Snowden Asyl in Deutschland zu ...	VVFIN ART NN APPR NE NE $, NN ART NN APPRART NN $, NN NN APPR NE PTKVZ $.	22/-- 25/NK 23/OA 25/PG 28/PNC 26/NK 28/-- 28/APP 32/NK 30/AG 30/MNR 33/NK 34/-- 34/CJ 36/NK 34/MNR 38/NK 23/SVP 40/--	EmoExpression::markable_100500294::EmoExpression=True|EmoExpression::markable_100500294::Uncertain=false|mood=subj|EmoExpression::markable_100500294::Sarcasm=false|EmoExpression::markable_100500294::Polarity=positive|pers=3|num=sg|tense=pres|EmoExpression::markable_100500294::Intensity=medium|EmoExpression::markable_100500294::SubjectiveFact=false|Sentiment::markable_100500292::Sentiment=True case=acc|Target::markable_100500295::Anaphref=empty|num=sg|gender=masc|Target::markable_100500295::Target=True|Sentiment::markable_100500292::Sentiment=True|Target::markable_100500295::Preferred=true case=acc|gender=masc|Target::markable_100500295::Target=True|num=sg|Sentiment::markable_100500292::Sentiment=True Target::markable_100500295::Target=True|Sentiment::markable_100500292::Sentiment=True Target::markable_100500295::Target=True|*=True|Sentiment::markable_100500292::Sentiment=True case=dat|*=True|Target::markable_100500295::Target=True|num=sg|Sentiment::markable_100500292::Sentiment=True Target::markable_100500295::Target=True|Sentiment::markable_100500292::Sentiment=True case=nom|gender=masc|Target::markable_100500295::Target=True|num=pl|Sentiment::markable_100500292::Sentiment=True case=gen|gender=fem|Target::markable_100500295::Target=True|num=pl|Sentiment::markable_100500292::Sentiment=True case=gen|gender=fem|Target::markable_100500295::Target=True|num=pl|Sentiment::markable_100500292::Sentiment=True case=dat|gender=neut|Target::markable_100500295::Target=True|num=sg|Sentiment::markable_100500292::Sentiment=True case=dat|gender=neut|Target::markable_100500295::Target=True|num=sg|Sentiment::markable_100500292::Sentiment=True _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ _
374562149864972289	positive	TV - Duell : " Merkel hat sich prächtig von der AfD abgegrenzt " %Link via welt	TV - Duell : " Merkel haben sich prächtig von die AfD abgrenzen " %Link via %User	NE $( NN $. $( NE VAFIN PRF ADJD APPR ART NN VVPP $( XY APPR NE	26/SB 20/-- 20/PAR 22/-- 23/-- 22/MO 19/-- 32/OA 32/MO 32/SBP 31/NK 29/NK 26/OC 32/-- 32/OA 15/-- 16/NK	case=nom|*=True|num=sg _ case=nom|EmoExpression::markable_100500420::SubjectiveFact=true|EmoExpression::markable_100500420::Sarcasm=false|EmoExpression::markable_100500420::EmoExpression=True|EmoExpression::markable_100500420::Uncertain=false|*=True|EmoExpression::markable_100500420::Intensity=weak|EmoExpression::markable_100500420::Polarity=negative|num=sg _ _ case=nom|Sentiment::markable_42::Sentiment=True|Sentiment::markable_42::Sarcasm=false|*=True|Sentiment::markable_42::Polarity=positive|num=sg|Sentiment::markable_42::Intensity=strong|Target::markable_43::Target=True|Target::markable_43::Preferred=true|Target::markable_43::Anaphref=empty pers=3|Sentiment::markable_42::Sentiment=True|num=sg|tense=pres|mood=ind|Target::markable_43::Target=True case=acc|pers=3|num=sg|Target::markable_43::Target=True|Sentiment::markable_42::Sentiment=True EmoExpression::markable_41::EmoExpression=True|Sentiment::markable_42::Sentiment=True|EmoExpression::markable_41::Uncertain=false|EmoExpression::markable_41::Intensity=strong|EmoExpression::markable_41::Polarity=positive|EmoExpression::markable_41::Sarcasm=false|pos=True|EmoExpression::markable_41::SubjectiveFact=false Target::markable_43::Target=True|Sentiment::markable_42::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_43::Target=True|Sentiment::markable_42::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_43::Target=True|Sentiment::markable_42::Sentiment=True Target::markable_43::Target=True|Sentiment::markable_42::Sentiment=True _ _ _ _
382870043639701504	neutral	Neuer Artikel der PiratenBS Bruchstrasse demnächst ohne Rotlicht ?	neu Artikel die PiratenBS Bruchstrasse demnächst ohne Rotlicht ?	ADJA NN ART NN NN ADV APPR NN $.	19/NK 17/-- 21/NK 19/AG 21/NK 24/MO 19/MNR 24/NK 25/--	case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ case=acc|gender=fem|num=sg _
