378616125267144704	neutral	war es auch %PosSmiley eine der letzten gelben / grünen zucchinis , tomaten , karotten etc ...	sein es auch %PosSmiley eine die letzt gelb / grün zucchinis , tomaten , karotten etc. ...	VAFIN PPER ADV ITJ ART ART ADJA ADJA $( ADJA NN $, ADJD $, VVFIN ADV $.	0/-- 1/SB 1/MO 13/DM 13/OA 11/NK 11/NK 11/NK 8/-- 8/MO 5/AG 11/-- 1/PD 13/-- 1/CJ 15/MO 16/--	pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|*=True|EmoExpression::markable_1::Sarcasm=false|num=sg|EmoExpression::markable_1::Intensity=medium case=acc|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl|pos=True _ _ _ case=nom|gender=neut|num=sg _ _ _ pers=3|num=pl|tense=past|mood=ind _ _
375371952695050240	neutral	Warum die CSU unter dem Begriff " Hexenverbrennung " wirbt , ist mir ein Rätsel . %PosSmiley %Link	warum die CSU unter die Begriff " Hexenverbrennung " werben , sein ich eine Rätsel . %PosSmiley %Link	PWAV ART NE APPR ART NN $( NN $( VVFIN $, VAFIN PPER ART NN $. ITJ XY	29/MO 22/NK 29/SB 29/MO 25/NK 23/NK 25/-- 25/NK 27/-- 31/MO 29/-- 19/-- 31/DA 34/NK 31/PD 34/-- 18/NK 16/--	_ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|EmoExpression::markable_100500189::SubjectiveFact=false|EmoExpression::markable_100500189::Polarity=negative|gender=fem|EmoExpression::markable_100500189::Uncertain=false|EmoExpression::markable_100500189::Intensity=medium|EmoExpression::markable_100500189::EmoExpression=True|num=sg|EmoExpression::markable_100500189::Sarcasm=false _ pers=3|num=sg|tense=pres|mood=ind _ EmoExpression::markable_100500316::SubjectiveFact=false|EmoExpression::markable_100500316::Intensity=medium|EmoExpression::markable_100500316::Sarcasm=false|mood=ind|EmoExpression::markable_100500316::EmoExpression=True|EmoExpression::markable_100500316::Uncertain=true|pers=3|EmoExpression::markable_100500316::Polarity=negative|num=sg|tense=pres case=dat|*=True|num=sg|EmoExpression::markable_100500316::EmoExpression=True|pers=1 case=nom|gender=neut|num=sg|EmoExpression::markable_100500316::EmoExpression=True case=nom|gender=neut|num=sg|EmoExpression::markable_100500316::EmoExpression=True _ EmoExpression::markable_40::Sarcasm=false|EmoExpression::markable_40::EmoExpression=True|EmoExpression::markable_40::Uncertain=false|EmoExpression::markable_40::Intensity=medium|EmoExpression::markable_40::SubjectiveFact=false|EmoExpression::markable_40::Polarity=positive _
379126227480489986	positive	Heute Daumen drücken den Piraten in Bayern . Und wer dort wohnt natürlich Piraten wählen . %PosSmiley	heute Daumen drücken die Pirat in Bayern . und wer dort wohnen natürlich Pirat wählen . %PosSmiley	ADV NN VVFIN ART NN APPR NE $. KON PWS ADV VVFIN ADV NN VVINF $. ITJ	20/MO 21/SB 18/-- 23/NK 21/OA 21/MO 24/NK 25/-- 12/JU 12/SB 12/MO 8/-- 12/MO 15/OA 12/OC 15/-- 16/NK	Sentiment::markable_100500190::Sentiment=True|Sentiment::markable_100500190::Intensity=medium|Sentiment::markable_100500190::Polarity=positive|Sentiment::markable_100500190::Sarcasm=false case=nom|EmoExpression::markable_100500191::SubjectiveFact=false|gender=fem|EmoExpression::markable_100500191::Intensity=medium|num=pl|Sentiment::markable_100500190::Sentiment=True|EmoExpression::markable_100500191::EmoExpression=True|EmoExpression::markable_100500191::Uncertain=false|EmoExpression::markable_100500191::Polarity=positive|EmoExpression::markable_100500191::Sarcasm=false pers=3|num=pl|tense=pres|mood=ind|EmoExpression::markable_100500191::EmoExpression=True|Sentiment::markable_100500190::Sentiment=True case=acc|num=sg|Sentiment::markable_100500190::Sentiment=True|Target::markable_100500192::Target=True|gender=masc|Target::markable_100500192::Preferred=true|Target::markable_100500192::Anaphref=empty case=acc|gender=masc|num=sg|Sentiment::markable_100500190::Sentiment=True|Target::markable_100500192::Target=True Sentiment::markable_100500190::Sentiment=True|Target::markable_100500192::Target=True case=dat|gender=neut|num=sg|Sentiment::markable_100500190::Sentiment=True|Target::markable_100500192::Target=True Sentiment::markable_100500190::Sentiment=True _ case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=pl _ _ EmoExpression::markable_41::EmoExpression=True|EmoExpression::markable_41::Uncertain=false|EmoExpression::markable_41::Intensity=medium|EmoExpression::markable_41::SubjectiveFact=false|EmoExpression::markable_41::Polarity=positive|EmoExpression::markable_41::Sarcasm=false
349933224316780544	neutral	Ich stamme aus einer Zeit da musst du man rauchen um bei den Grünen zu sein %PosSmiley	ich stammen aus eine Zeit da müssen du man rauchen um bei die Grüne zu sein %PosSmiley	PPER VVFIN APPR ART NN ADV VMFIN PPER PIS VVFIN APPR APPR ART NN PTKZU VAINF ITJ	19/SB 17/-- 19/MO 22/NK 20/NK 19/MO 19/CJ 24/SB 27/SB 33/PD 33/CP 33/MO 31/NK 29/NK 33/PM 24/OC 24/DM	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 case=nom|*=True|num=sg _ _ _ case=dat|*=True|num=pl case=dat|*=True|num=pl _ _ EmoExpression::markable_42::Sarcasm=false|EmoExpression::markable_42::Uncertain=false|EmoExpression::markable_42::Polarity=positive|EmoExpression::markable_42::Intensity=medium|EmoExpression::markable_42::EmoExpression=True|EmoExpression::markable_42::SubjectiveFact=false
375371061304778753	positive	Wünsche mir ein Format wie zdflogin auch für das hrfernsehen . Viele Themen , klare Aussagen . Schönes Special ZDF zur Landtagswahl ! %PosSmiley	Wunsch ich eine Format wie zdflogin auch für die %User . viele Thema , klar Aussage . schön Special %User zu Landtagswahl ! %PosSmiley	NN PRF ART NN KOKOM NN ADV APPR ART NE $. PIAT NN $, ADJA NN $. ADJA NN NE APPRART NN $. ITJ	17/-- 18/DA 21/NK 18/SB 21/CD 22/CJ 25/MO 18/MNR 27/NK 25/NK 27/-- 13/NK 11/-- 13/-- 16/NK 13/CJ 16/-- 19/NK 17/-- 19/NK 19/MNR 21/NK 22/-- 22/NK	case=nom|Sentiment::markable_100500200::Sentiment=True|Sentiment::markable_100500200::Polarity=positive|EmoExpression::markable_100500201::EmoExpression=True|gender=masc|Sentiment::markable_100500200::Sarcasm=false|EmoExpression::markable_100500201::Uncertain=false|EmoExpression::markable_100500201::Intensity=medium|Sentiment::markable_100500200::Intensity=medium|num=pl|EmoExpression::markable_100500201::SubjectiveFact=false|EmoExpression::markable_100500201::Sarcasm=false|EmoExpression::markable_100500201::Polarity=positive case=dat|pers=1|num=sg|Source::markable_100500202::Source=True|Source::markable_100500202::Anaphref=empty|*=True|Sentiment::markable_100500200::Sentiment=True case=nom|Sentiment::markable_100500200::Sentiment=True|num=sg|Target::markable_100500203::Target=True|Target::markable_100500203::Preferred=true|gender=masc|Target::markable_100500203::Anaphref=empty case=nom|gender=masc|num=sg|Sentiment::markable_100500200::Sentiment=True|Target::markable_100500203::Target=True Sentiment::markable_100500200::Sentiment=True|Target::markable_100500203::Target=True case=acc|*=True|num=sg|Sentiment::markable_100500200::Sentiment=True|Target::markable_100500203::Target=True Sentiment::markable_100500200::Sentiment=True Sentiment::markable_100500200::Sentiment=True|Target::markable_100500203::Target=True case=acc|gender=neut|num=sg|Sentiment::markable_100500200::Sentiment=True|Target::markable_100500203::Target=True case=acc|gender=neut|num=sg|Sentiment::markable_100500200::Sentiment=True|Target::markable_100500203::Target=True Sentiment::markable_100500200::Sentiment=True case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ case=acc|Sentiment::markable_100500197::Intensity=medium|Sentiment::markable_100500197::Sentiment=True|EmoExpression::markable_100500199::Intensity=medium|gender=fem|pos=True|EmoExpression::markable_100500199::SubjectiveFact=false|EmoExpression::markable_100500199::Uncertain=false|num=pl|EmoExpression::markable_100500199::Sarcasm=false|Sentiment::markable_100500197::Polarity=positive|Sentiment::markable_100500197::Sarcasm=false|EmoExpression::markable_100500199::EmoExpression=True|EmoExpression::markable_100500199::Polarity=positive case=acc|Target::markable_100500198::Anaphref=empty|num=pl|Sentiment::markable_100500197::Sentiment=True|Target::markable_100500198::Target=True|gender=fem|Target::markable_100500198::Preferred=true _ case=nom|EmoExpression::markable_44::Intensity=medium|Sentiment::markable_43::Sarcasm=false|Sentiment::markable_43::Intensity=medium|gender=neut|Sentiment::markable_43::Sentiment=True|pos=True|EmoExpression::markable_44::Polarity=positive|EmoExpression::markable_44::Uncertain=false|num=sg|EmoExpression::markable_44::Sarcasm=false|EmoExpression::markable_44::SubjectiveFact=false|Sentiment::markable_43::Polarity=positive|EmoExpression::markable_44::EmoExpression=True case=nom|num=sg|Target::markable_45::Preferred=true|gender=neut|Sentiment::markable_43::Sentiment=True|Target::markable_45::Target=True|Target::markable_45::Anaphref=empty case=nom|*=True|Sentiment::markable_43::Sentiment=True|num=sg|Target::markable_45::Target=True case=dat|gender=fem|Sentiment::markable_43::Sentiment=True|num=sg|Target::markable_45::Target=True case=dat|gender=fem|Sentiment::markable_43::Sentiment=True|num=sg|Target::markable_45::Target=True Sentiment::markable_43::Sentiment=True EmoExpression::markable_46::EmoExpression=True|EmoExpression::markable_46::Uncertain=false|EmoExpression::markable_46::Intensity=medium|Sentiment::markable_43::Sentiment=True|EmoExpression::markable_46::SubjectiveFact=false|EmoExpression::markable_46::Sarcasm=false|EmoExpression::markable_46::Polarity=positive
380351761073963008	neutral	GuteGründe für die FDP : Freiheit statt Bevormundung ! Bürger sollen ihren privaten Alltag selbst bestimmen nurmituns ...	GuteGründe für die FDP : Freiheit statt Bevormundung ! Bürger sollen ihr privat Alltag selbst bestimmen nurmituns ...	NN APPR ART NE $. NN APPR NN $. NN VMFIN PPOSAT ADJA NN ADV VVFIN NN $.	24/-- 25/MNR 28/NK 26/NK 28/-- 25/CJ 30/MNR 31/NK 32/-- 11/SB 9/-- 14/NK 14/NK 16/SB 14/MNR 11/OC 16/OA 17/--	case=nom|gender=masc|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ Target::markable_100500194::Anaphref=empty|EmoExpression::markable_100500317::EmoExpression=True|EmoExpression::markable_100500317::Uncertain=false|num=sg|EmoExpression::markable_100500317::Sarcasm=false|Sentiment::markable_100500193::Intensity=medium|case=acc|Target::markable_100500194::Target=True|EmoExpression::markable_100500317::Intensity=medium|gender=fem|EmoExpression::markable_100500317::SubjectiveFact=true|Sentiment::markable_100500193::Sentiment=True|Sentiment::markable_100500193::Sarcasm=false|EmoExpression::markable_100500317::Polarity=positive|Sentiment::markable_100500193::Polarity=comparison|Target::markable_100500194::Preferred=true Sentiment::markable_100500193::Sentiment=True case=acc|gender=fem|Target::markable_100500195::Preferred=false|EmoExpression::markable_100500318::Polarity=negative|Target::markable_100500195::Anaphref=empty|EmoExpression::markable_100500318::Sarcasm=false|num=sg|EmoExpression::markable_100500318::Uncertain=false|EmoExpression::markable_100500318::Intensity=medium|Sentiment::markable_100500193::Sentiment=True|Target::markable_100500195::Target=True|EmoExpression::markable_100500318::EmoExpression=True|EmoExpression::markable_100500318::SubjectiveFact=true Sentiment::markable_100500193::Sentiment=True case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg _
374155613116592129	neutral	wer freut sich denn auch schon auf den Tatort heute Abend mit Peer und Angela ? TVduell BTW13	wer freuen sich denn auch schon auf die Tatort heute abend mit Peer und Angela ? TVduell BTW13	PWS VVFIN PRF ADV ADV ADV APPR ART NN ADV ADV APPR NE KON NE $. NN CARD	20/SB 18/-- 20/OA 20/MO 20/MO 20/MO 20/OP 27/NK 25/NK 20/MO 19/MNR 20/MO 30/NK 31/CD 32/CJ 33/-- 16/-- 17/NK	case=nom|gender=masc|num=sg EmoExpression::markable_100500319::Uncertain=false|mood=ind|EmoExpression::markable_100500319::SubjectiveFact=false|pers=3|EmoExpression::markable_100500319::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_100500319::Sarcasm=false|EmoExpression::markable_100500319::Polarity=positive|EmoExpression::markable_100500319::Intensity=medium case=acc|pers=3|num=sg|EmoExpression::markable_100500319::EmoExpression=True _ _ _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=masc|num=sg _ case=dat|*=True|num=sg _ case=dat|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg
363315717837705216	neutral	Die AfD + vereinigt mehr ökonomische Kompetenz als alle etabl. Parteien + Bunde ...	die AfD + vereinigen mehr ökonomisch Kompetenz als alle etabl. Partei + Bund ...	ART NN KON VVFIN ADV ADJA NN KOKOM PIAT ADJA NN KON NN $.	20/NK 22/SB 20/MO 18/-- 22/MO 25/NK 22/OA 29/CM 29/NK 29/NK 23/CC 29/CD 30/CJ 31/--	case=nom|Target::markable_100500220::Anaphref=empty|gender=fem|Target::markable_100500220::Target=True|Target::markable_100500220::Preferred=true|num=sg|Sentiment::markable_100500219::Polarity=comparison|Sentiment::markable_100500219::Intensity=medium|Sentiment::markable_100500219::Sarcasm=false|Sentiment::markable_100500219::Sentiment=True case=nom|gender=fem|Target::markable_100500220::Target=True|num=sg|Sentiment::markable_100500219::Sentiment=True Sentiment::markable_100500219::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500219::Sentiment=True Intensifier::markable_100500222::Degree=medium|Intensifier::markable_100500222::EmoExpressionRef=empty|Sentiment::markable_100500219::Sentiment=True|Intensifier::markable_100500222::Intensifier=True case=acc|gender=fem|num=sg|pos=True|Sentiment::markable_100500219::Sentiment=True case=acc|gender=fem|EmoExpression::markable_100500221::SubjectiveFact=false|EmoExpression::markable_100500221::Sarcasm=false|num=sg|EmoExpression::markable_100500221::Polarity=positive|EmoExpression::markable_100500221::EmoExpression=True|EmoExpression::markable_100500221::Uncertain=false|EmoExpression::markable_100500221::Intensity=medium|Sentiment::markable_100500219::Sentiment=True Sentiment::markable_100500219::Sentiment=True case=nom|num=pl|Target::markable_100500223::Target=True|gender=fem|Target::markable_100500223::Preferred=true|Target::markable_100500223::Anaphref=empty|Sentiment::markable_100500219::Sentiment=True case=nom|num=pl|Target::markable_100500223::Target=True|gender=fem|pos=True|Sentiment::markable_100500219::Sentiment=True case=nom|gender=fem|num=pl|Sentiment::markable_100500219::Sentiment=True|Target::markable_100500223::Target=True Sentiment::markable_100500219::Sentiment=True case=nom|gender=fem|num=sg Target::markable_100500224::Preferred=false|Sentiment::markable_100500219::Sentiment=True|Target::markable_100500224::Target=True|Target::markable_100500224::Anaphref=empty
364400169694928896	mixed	die SPD Umfragewerte sind genauso besch ... , wie die SPD Wahlplakate und deren Kandidaten ausschauen . Gott , das ist 30  Jahre altes Design !	die SPD Umfragewert sein genauso besch ... , wie die SPD Wahlplakat und die Kandidat ausschauen . Gott , die sein @card@ Jahr alt Design !	ART NE NN VAFIN ADV NE $. $, KOUS ART NE NN KON PDAT NN VVINF $. NN $, PDS VAFIN CARD NN ADJA NN $.	16/NK 17/NK 18/SB 14/-- 20/MO 18/SB 20/-- 9/-- 16/CP 11/NK 16/SB 16/OA 12/CD 15/NK 13/CJ 7/-- 16/-- 20/RE 18/-- 21/SB 17/-- 23/NK 24/AMS 25/NK 21/PD 25/--	case=nom|Target::markable_48::Target=True|Target::markable_48::Preferred=true|Sentiment::markable_47::Polarity=negative|gender=fem|Target::markable_48::Anaphref=empty|Sentiment::markable_47::Sentiment=True|Sentiment::markable_47::Sarcasm=false|num=sg|Sentiment::markable_47::Intensity=strong case=nom|gender=fem|num=sg|Target::markable_48::Target=True|Sentiment::markable_47::Sentiment=True case=nom|gender=masc|num=pl|Target::markable_48::Target=True|Sentiment::markable_47::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_47::Sentiment=True Sentiment::markable_47::Sentiment=True EmoExpression::markable_49::Polarity=negative|EmoExpression::markable_49::Sarcasm=false|EmoExpression::markable_49::SubjectiveFact=false|pos=True|Sentiment::markable_47::Sentiment=True|EmoExpression::markable_49::EmoExpression=True|EmoExpression::markable_49::Uncertain=false|EmoExpression::markable_49::Intensity=strong Sentiment::markable_47::Sentiment=True Sentiment::markable_47::Sentiment=True Sentiment::markable_47::Sentiment=True case=nom|num=sg|Target::markable_50::Preferred=true|Target::markable_50::Target=True|gender=fem|Target::markable_50::Anaphref=empty|Sentiment::markable_47::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_47::Sentiment=True|Target::markable_50::Target=True case=acc|Target::markable_100500207::Anaphref=markable_100500206|gender=neut|Target::markable_100500207::Preferred=true|Target::markable_100500207::Target=True|num=pl|Sentiment::markable_47::Sentiment=True|Target::markable_50::Target=True Target::markable_50::Target=True|Sentiment::markable_47::Sentiment=True case=gen|gender=fem|num=sg|Sentiment::markable_47::Sentiment=True|Target::markable_50::Target=True case=acc|gender=masc|Sentiment::markable_47::Sentiment=True|num=pl|Target::markable_100500208::Target=True|Target::markable_50::Target=True|Target::markable_100500208::Preferred=true|Target::markable_100500208::Anaphref=markable_100500206 Target::markable_50::Target=True|Sentiment::markable_47::Sentiment=True _ case=nom|Sentiment::markable_100500205::Sarcasm=false|Sentiment::markable_100500205::Intensity=medium|Sentiment::markable_100500205::Polarity=positive|gender=masc|EmoExpression::markable_100500210::Uncertain=false|EmoExpression::markable_100500210::EmoExpression=True|EmoExpression::markable_100500210::Polarity=negative|num=sg|EmoExpression::markable_100500210::Sarcasm=false|EmoExpression::markable_100500210::Intensity=medium|EmoExpression::markable_100500210::SubjectiveFact=false|Sentiment::markable_100500205::Sentiment=True Sentiment::markable_100500205::Sentiment=True case=nom|num=sg|Target::markable_100500206::Anaphref=empty|gender=neut|Target::markable_100500206::Preferred=true|Target::markable_100500206::Target=True|Sentiment::markable_100500205::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500205::Sentiment=True Sentiment::markable_100500205::Sentiment=True case=acc|gender=neut|num=pl|Sentiment::markable_100500205::Sentiment=True case=nom|EmoExpression::markable_100500209::Uncertain=false|gender=neut|EmoExpression::markable_100500209::Intensity=medium|pos=True|EmoExpression::markable_100500209::Sarcasm=false|EmoExpression::markable_100500209::SubjectiveFact=false|num=sg|EmoExpression::markable_100500209::Polarity=negative|EmoExpression::markable_100500209::EmoExpression=True|Sentiment::markable_100500205::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500205::Sentiment=True Sentiment::markable_100500205::Sentiment=True
347081525369659392	neutral	WTPO Union : Wünsch - dir - was - Programm für Schwesterparteien : Die Wahl wollen CDU und CSU mit teuren Versprechen ...	WTPO Union : wünschen - du - was - Programm für Schwesterpartei : die Wahl wollen CDU und CSU mit teuer Versprechen ...	NN NE $. VVIMP $( PPER $( PRELS $( NN APPR NN $. ART NN VMFIN NE KON NE APPR ADJA NN $.	42/SB 27/NK 28/-- 27/PAR 30/-- 27/APP 32/-- 36/NK 34/-- 27/CJ 36/MNR 37/NK 38/-- 41/NK 36/CJ 26/-- 42/SB 43/CD 44/CJ 42/MO 48/NK 46/NK 48/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=dat|*=True|num=sg|pers=2 _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=acc|gender=fem|num=pl _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=pl|pos=True case=dat|gender=neut|num=pl _
367746412932775936	neutral	Verfassungsgericht bestätigt : FDP macht illegale Wahlwerbung auf Steuerzahlerkosten : Die FDP - Bundestagsfraktio ......	Verfassungsgericht bestätigen : FDP machen illegal Wahlwerbung auf Steuerzahlerkosten : die FDP - Bundestagsfraktio ......	NN VVPP $. NE VVFIN ADJA NN APPR NN $. ART NE $( NN ADJA	25/SB 23/-- 25/-- 28/SB 25/OC 30/NK 28/OA 28/MO 31/NK 32/-- 37/NK 37/NK 35/-- 32/PAR 37/UC	case=nom|gender=neut|num=sg _ _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|EmoExpression::markable_100500204::EmoExpression=True|EmoExpression::markable_100500204::Uncertain=false|EmoExpression::markable_100500204::SubjectiveFact=false|gender=fem|EmoExpression::markable_100500204::Polarity=negative|pos=True|EmoExpression::markable_100500204::Intensity=medium|num=sg|EmoExpression::markable_100500204::Sarcasm=false case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True
366602088895102976	neutral	Ich habe ein Video zu einer YouTube-Playlist hinzugefügt : %Link Higway Piraten Gruppen Trailer	ich haben eine Video zu eine %User-Playlist hinzufügen : %Link Higway Pirat Gruppe Trailer	PPER VAFIN ART NN APPR ART NN VVPP $. XY NN NN NN NN	17/SB 15/-- 19/NK 23/OA 19/MNR 22/NK 20/NK 17/OC 23/-- 27/PNC 27/NK 23/PAR 27/NK 23/OA	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ *=True *=True case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl
381489378985390081	negative	CDU / CSU haben die meisten verurteilten Pädophilen & KiPo - Leute . Kennst Du : %Link &	CDU / CSU haben die meist verurteilt Pädophil & KiPo - Leute . kennen du : %Link &	NE $( NE VAFIN ART PIAT ADJA NN KON NE $( NN $. VVFIN PPER $. XY KON	18/SB 15/-- 15/CJ 14/-- 22/NK 22/NK 22/NK 18/SB 22/CD 26/PAR 24/-- 23/CJ 26/-- 13/-- 14/SB 15/-- 15/NK 17/CD	case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|Sentiment::markable_100500211::Sarcasm=false|num=pl|Sentiment::markable_100500211::Sentiment=True|*=True|Sentiment::markable_100500211::Polarity=negative|Sentiment::markable_100500211::Intensity=medium case=nom|*=True|num=pl|Sentiment::markable_100500211::Sentiment=True case=nom|Sentiment::markable_100500211::Sentiment=True|EmoExpression::markable_100500212::Intensity=medium|*=True|pos=True|EmoExpression::markable_100500212::SubjectiveFact=false|EmoExpression::markable_100500212::Uncertain=false|num=pl|EmoExpression::markable_100500212::Sarcasm=false|EmoExpression::markable_100500212::EmoExpression=True|EmoExpression::markable_100500212::Polarity=negative case=nom|Target::markable_100500213::Anaphref=empty|num=pl|Target::markable_100500213::Preferred=true|Sentiment::markable_100500211::Sentiment=True|Target::markable_100500213::Target=True|*=True Sentiment::markable_100500211::Sentiment=True case=acc|num=sg|Sentiment::markable_100500211::Sentiment=True|Target::markable_100500214::Anaphref=empty|Target::markable_100500214::Target=True|Target::markable_100500214::Preferred=true|*=True Sentiment::markable_100500211::Sentiment=True|Target::markable_100500214::Target=True case=acc|*=True|num=pl|Sentiment::markable_100500211::Sentiment=True|Target::markable_100500214::Target=True _ pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 _ _ _
355715138218758144	positive	Noch ein richtig toller Beitrag vom DLF : " Wahlkampf mit NSA " über Kryptoparties der Piraten	noch eine richtig toll Beitrag von DLF : " Wahlkampf mit Nsa " über Kryptoparties die Pirat	ADV ART ADJD ADJA NN APPRART NN $. $( NN APPR NE $( APPR NN ART NN	23/MO 23/NK 22/MO 23/NK 18/-- 23/OP 24/NK 25/-- 26/-- 25/APP 28/MNR 29/NK 30/-- 13/-- 14/NK 17/NK 15/AG	Sentiment::markable_100500215::Polarity=positive|Sentiment::markable_100500215::Intensity=strong|Sentiment::markable_100500215::Sentiment=True|Sentiment::markable_100500215::Sarcasm=false case=nom|gender=neut|Sentiment::markable_100500215::Sentiment=True|num=sg Intensifier::markable_100500218::Degree=medium|Sentiment::markable_100500215::Sentiment=True|pos=True|Intensifier::markable_100500218::EmoExpressionRef=emo-expression:markable_100500217|Intensifier::markable_100500218::Intensifier=True case=gen|EmoExpression::markable_100500217::Intensity=medium|gender=fem|EmoExpression::markable_100500217::EmoExpression=True|pos=True|EmoExpression::markable_100500217::Sarcasm=false|Sentiment::markable_100500215::Sentiment=True|num=sg|EmoExpression::markable_100500217::Polarity=positive|EmoExpression::markable_100500217::SubjectiveFact=false|EmoExpression::markable_100500217::Uncertain=false case=acc|Target::markable_100500216::Target=True|Sentiment::markable_100500215::Sentiment=True|num=sg|Target::markable_100500216::Anaphref=empty|gender=masc|Target::markable_100500216::Preferred=true case=dat|gender=masc|Sentiment::markable_100500215::Sentiment=True|num=sg|Target::markable_100500216::Target=True case=dat|gender=masc|Sentiment::markable_100500215::Sentiment=True|num=sg|Target::markable_100500216::Target=True _ _ case=acc|gender=masc|num=sg _ case=dat|*=True|num=sg _ _ case=acc|gender=neut|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl
378408827299041281	positive	Stronach fordert in Österreich die Todesstrafe , die angebliche AfD - findet den ja ganz toll , dann wird bestimmt bald nach ...	Stronach fordern in Österreich die Todesstrafe , die angeblich AfD - finden die ja ganz toll , dann werden bestimmt bald nach ...	NN VVFIN APPR NE ART NN $, ART ADJA NN $( VVFIN ART ADV ADV ADJD $, ADV VAFIN ADV ADV PTKVZ $.	19/SB 17/-- 19/MO 20/NK 23/NK 19/OA 23/-- 27/NK 27/NK 29/SB 27/-- 19/CJ 29/OA 33/MO 33/MO 29/MO 33/-- 36/MO 29/CJ 36/MO 36/MO 29/SVP 39/--	case=nom|num=sg|Target::markable_56::Preferred=true|Target::markable_56::Target=True|*=True|Target::markable_56::Anaphref=empty pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|Sentiment::markable_51::Sentiment=True|num=sg|Sentiment::markable_51::Intensity=strong|gender=fem|Sentiment::markable_51::Sarcasm=false|Sentiment::markable_51::Polarity=positive case=nom|gender=fem|num=sg|pos=True|Sentiment::markable_51::Sentiment=True case=nom|Sentiment::markable_51::Sentiment=True|num=sg|Source::markable_52::Source=True|Source::markable_52::Anaphref=empty|gender=fem Sentiment::markable_51::Sentiment=True pers=3|Sentiment::markable_51::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|Sentiment::markable_51::Sentiment=True|num=sg|Target::markable_55::Target=True|gender=masc|Target::markable_55::Anaphref=markable_56|Target::markable_55::Preferred=true Sentiment::markable_51::Sentiment=True Sentiment::markable_51::Sentiment=True|Intensifier::markable_54::Degree=strong|Intensifier::markable_54::Intensifier=True|Intensifier::markable_54::EmoExpressionRef=emo-expression:markable_53 EmoExpression::markable_53::Sarcasm=false|Sentiment::markable_51::Sentiment=True|EmoExpression::markable_53::EmoExpression=True|EmoExpression::markable_53::Uncertain=false|EmoExpression::markable_53::Intensity=medium|EmoExpression::markable_53::SubjectiveFact=false|EmoExpression::markable_53::Polarity=positive _ _ pers=3|num=sg|tense=pres|mood=ind _ _ _ _
