369517901734096896	positive	Piraten bei puls4 ! gleich geht los %PosSmiley %Link	Pirat bei puls4 ! gleich gehen los %PosSmiley %Link	NN APPR CARD $. ADJD VVFIN PTKVZ ITJ XY	0/-- 1/MNR 2/NK 3/-- 6/MO 4/-- 6/SVP 7/NK 7/NK	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=masc|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=pl|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false _
362611909561819137	neutral	Die SPD ist gar keine Alternative zur CDU . Aber wem erzähl ich das %NegSmiley %Link Bundestagswahl Wahl Polit ...	die SPD sein gar keine Alternative zu CDU . aber wer erzählen ich die %NegSmiley %Link Bundestagswahl Wahl Polit ...	ART NE VAFIN ADV PIAT NN APPRART NE $. KON PWS VVIMP PPER PDS ITJ XY NN NN NN $.	16/NK 17/SB 14/-- 19/MO 20/NK 17/SB 20/MNR 21/NK 22/-- 17/JU 17/NK 17/NK 11/SB 17/NK 17/NK 9/-- 9/-- 17/MNR 18/NK 19/--	case=nom|Target::markable_96::Anaphref=empty|num=sg|Target::markable_96::Preferred=true|gender=fem|Sentiment::markable_94::Sentiment=True|Target::markable_96::Target=True case=nom|gender=fem|Sentiment::markable_94::Sentiment=True|num=sg|Target::markable_96::Target=True pers=3|Sentiment::markable_94::Sentiment=True|num=sg|tense=pres|mood=ind Intensifier::markable_99::EmoExpressionRef=emo-expression:markable_97|Sentiment::markable_94::Sentiment=True|Intensifier::markable_99::Degree=medium|Intensifier::markable_99::Intensifier=True case=acc|Negation::markable_98::Negation=True|num=sg|Negation::markable_98::EmoExpressionRef=emo-expression:markable_97|gender=fem|Sentiment::markable_94::Sentiment=True case=acc|EmoExpression::markable_97::Sarcasm=false|EmoExpression::markable_97::EmoExpression=True|EmoExpression::markable_97::Uncertain=true|EmoExpression::markable_97::Intensity=medium|gender=fem|EmoExpression::markable_97::Polarity=positive|num=sg|EmoExpression::markable_97::SubjectiveFact=false|Sentiment::markable_94::Sentiment=True case=dat|gender=fem|Sentiment::markable_94::Sentiment=True|num=sg case=dat|gender=fem|Sentiment::markable_94::Sentiment=True|num=sg _ _ case=dat|gender=masc|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg case=acc|EmoExpression::markable_100::EmoExpression=True|EmoExpression::markable_100::SubjectiveFact=false|gender=neut|EmoExpression::markable_100::Sarcasm=false|EmoExpression::markable_100::Uncertain=false|EmoExpression::markable_100::Polarity=negative|num=sg|EmoExpression::markable_100::Intensity=medium case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _
373734340330786816	neutral	Piraten in der ehemaligen Stadt der abgestuften Chancengleichheit %PosSmiley btw13 Herne	Pirat in die ehemalig Stadt die abgestuft Chancengleichheit %PosSmiley btw13 Herne	NN APPR ART ADJA NN ART ADJA NN ITJ CARD ADJA	31/OA 21/MNR 25/NK 25/NK 22/NK 28/NK 28/NK 25/AG 28/NK 29/NK 20/--	case=nom|gender=masc|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|EmoExpression::markable_10409139::Uncertain=false|gender=fem|EmoExpression::markable_10409139::EmoExpression=True|EmoExpression::markable_10409139::SubjectiveFact=true|num=sg|EmoExpression::markable_10409139::Intensity=medium|EmoExpression::markable_10409139::Polarity=positive|EmoExpression::markable_10409139::Sarcasm=false EmoExpression::markable_101::Uncertain=false|EmoExpression::markable_101::EmoExpression=True|EmoExpression::markable_101::SubjectiveFact=false|EmoExpression::markable_101::Polarity=positive|EmoExpression::markable_101::Sarcasm=false|EmoExpression::markable_101::Intensity=medium _ case=nom|gender=masc|num=pl|pos=True
374218477659492352	positive	+1 ! hach ... %PosSmiley Das mag ich dann doch wieder an den piraten Sehr sogar	+1 ! hach ... %PosSmiley die mögen ich dann doch wieder an die Pirat sehr sogar	CARD $. NN $. ITJ PDS VMFIN PPER ADV ADV ADV APPR ART NN ADV ADV	11/-- 12/-- 5/NK 3/-- 2/NK 7/SB 5/-- 7/SB 7/MO 7/MO 7/MO 7/MO 14/NK 12/NK 16/MO 7/MO	_ _ pos=True Source::markable_104::Anaphref=empty|Sentiment::markable_103::Intensity=medium|Sentiment::markable_103::Sarcasm=false|Sentiment::markable_103::Polarity=positive|Sentiment::markable_103::Sentiment=True|Source::markable_104::Source=True Sentiment::markable_103::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_103::Sentiment=True EmoExpression::markable_105::Uncertain=false|mood=ind|EmoExpression::markable_105::Polarity=positive|EmoExpression::markable_105::EmoExpression=True|pers=3|EmoExpression::markable_105::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_105::SubjectiveFact=false|Sentiment::markable_103::Sentiment=True|EmoExpression::markable_105::Intensity=medium case=nom|pers=1|num=sg|Source::markable_106::Anaphref=markable_104|Source::markable_106::Source=True|*=True|Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True Sentiment::markable_103::Sentiment=True case=dat|num=pl|Target::markable_107::Target=True|Target::markable_107::Preferred=true|Target::markable_107::Anaphref=empty|gender=fem|Sentiment::markable_103::Sentiment=True case=dat|num=pl|Target::markable_107::Target=True|sup=True|gender=fem|Sentiment::markable_103::Sentiment=True Intensifier::markable_108::Intensifier=True|Sentiment::markable_103::Sentiment=True|Intensifier::markable_108::Degree=medium|Intensifier::markable_108::EmoExpressionRef=emo-expression:markable_105 Sentiment::markable_103::Sentiment=True
357875120586489857	positive	saustarke Argumentation auf höchstem intellektuellen Niveau - dafür ein fröhlicher Tritt gegen das Holzbein : piraten - AfD + %PosSmiley	saustarke Argumentation auf hoch intellektuell Niveau - dafür eine fröhlich Tritt gegen die Holzbein : Pirat - AfD + %PosSmiley	ADJA NN APPR ADJA ADJA NN $( PAV ART ADJA NN APPR ART NN $. NN $( TRUNC KON ITJ	18/NK 16/-- 18/MNR 22/NK 22/NK 19/NK 22/-- 27/NK 27/NK 27/NK 18/CJ 27/MNR 30/NK 28/NK 30/-- 27/APP 32/-- 35/CJ 32/PAR 35/NK	Sentiment::markable_109::Polarity=positive|pos=True|Sentiment::markable_109::Sentiment=True|EmoExpression::markable_110::Intensity=strong|Sentiment::markable_109::Sarcasm=false|Target::markable_112::Anaphref=empty|num=sg|EmoExpression::markable_110::EmoExpression=True|Target::markable_112::Target=True|case=nom|EmoExpression::markable_110::SubjectiveFact=false|Sentiment::markable_109::Intensity=medium|Target::markable_112::Preferred=true|gender=fem|EmoExpression::markable_110::Polarity=positive|EmoExpression::markable_110::Uncertain=false|EmoExpression::markable_110::Sarcasm=false case=nom|gender=fem|num=sg|Sentiment::markable_109::Sentiment=True|Target::markable_112::Target=True Sentiment::markable_109::Sentiment=True case=dat|EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|gender=neut|Sentiment::markable_109::Sentiment=True|EmoExpression::markable_111::Polarity=positive|EmoExpression::markable_111::SubjectiveFact=false|num=sg|sup=True|EmoExpression::markable_111::Intensity=strong|EmoExpression::markable_111::Uncertain=false case=acc|gender=masc|num=sg|pos=True|Sentiment::markable_109::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_109::Sentiment=True _ _ case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_113::EmoExpression=True|EmoExpression::markable_113::SubjectiveFact=false|gender=masc|EmoExpression::markable_113::Sarcasm=false|EmoExpression::markable_113::Uncertain=false|pos=True|EmoExpression::markable_113::Polarity=positive|num=sg|EmoExpression::markable_113::Intensity=medium case=nom|gender=masc|num=sg _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ _ _ _ EmoExpression::markable_114::EmoExpression=True|EmoExpression::markable_114::Intensity=medium|EmoExpression::markable_114::Uncertain=false|EmoExpression::markable_114::Sarcasm=false|EmoExpression::markable_114::SubjectiveFact=false|EmoExpression::markable_114::Polarity=positive
380375408727699456	neutral	Schmöker - Tipp für alle AfD - Freunde und sonstige Menschenverachter - das ElitePartner - Forum : %Link %PosSmiley Realsatire	Schmöker - Tip für alle AfD - Freund und sonstig Menschenverachter - die ElitePartner - Forum : %Link %PosSmiley Realsatire	NN $( NN APPR PIAT NN $( NN KON ADJA NN $( ART NN $( NN $. XY ITJ NN	20/-- 21/-- 21/CJ 23/MNR 26/NK 24/NK 26/-- 23/CJ 28/CD 31/NK 29/CJ 31/-- 34/NK 28/CJ 34/-- 34/NK 36/-- 20/-- 40/NK 36/PD	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _ case=acc|*=True|num=pl case=acc|*=True|num=pl _ case=acc|gender=masc|num=pl _ case=acc|gender=masc|num=pl|pos=True case=acc|EmoExpression::markable_117::Intensity=medium|EmoExpression::markable_117::EmoExpression=True|gender=masc|EmoExpression::markable_117::SubjectiveFact=false|EmoExpression::markable_117::Uncertain=false|num=pl|EmoExpression::markable_117::Polarity=negative|EmoExpression::markable_117::Sarcasm=false _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ _ EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|EmoExpression::markable_115::Intensity=medium|EmoExpression::markable_115::Polarity=positive|EmoExpression::markable_115::Sarcasm=false case=acc|gender=fem|num=sg
377822921584312320	neutral	Die CSU kann sich anscheinend alles erlauben .	die CSU können sich anscheinend alle erlauben .	ART NE VMFIN PRF ADJD PIS VVINF $.	22/NK 23/SB 20/-- 27/OA 27/MO 27/OA 23/OC 27/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg pos=True case=acc|gender=neut|num=sg _ _
355266092207321088	positive	Zu meiner gestrigen STASI - Anspielung im Landtag passend ein schöner Artikel in der FAZ %Link via alio ...	zu mein gestrig Stasi - Anspielung in Landtag passend eine schön Artikel in die FAZ %Link via %User ...	APPR PPOSAT ADJA NE $( NN APPRART NN ADJD ART ADJA NN APPR ART NE XY APPR NE $.	8/-- 14/NK 14/NK 14/NK 12/-- 9/NK 14/MNR 15/NK 20/MO 20/NK 20/NK 14/CJ 20/MNR 23/NK 21/NK 20/NK 14/MNR 25/NK 26/--	_ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pos=True case=nom|Sentiment::markable_118::Polarity=positive|Sentiment::markable_118::Sentiment=True|gender=masc|Sentiment::markable_118::Intensity=medium|Target::markable_119::Target=True|Sentiment::markable_118::Sarcasm=false|num=sg|Target::markable_119::Preferred=true|Target::markable_119::Anaphref=empty case=nom|Sentiment::markable_118::Sentiment=True|gender=masc|EmoExpression::markable_120::Polarity=positive|EmoExpression::markable_120::EmoExpression=True|pos=True|Target::markable_119::Target=True|num=sg|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::Intensity=medium|EmoExpression::markable_120::SubjectiveFact=false case=nom|gender=masc|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True _ _ _ _
378185296094822400	neutral	die angst vor dem wähler ? harhar	die Angst vor die Wähler ? harhar	ART NN APPR ART NN $. NE	21/NK 19/-- 21/MNR 24/NK 22/NK 24/-- 6/--	case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_121::SubjectiveFact=false|EmoExpression::markable_121::Polarity=negative|gender=fem|EmoExpression::markable_121::EmoExpression=True|num=sg|EmoExpression::markable_121::Intensity=medium|EmoExpression::markable_121::Uncertain=false|EmoExpression::markable_121::Sarcasm=false _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ pos=True
374640192176803840	positive	Geil , die Grünen rufen zur Demo gegen ihre eigenen Überwachungsgesetze auf %PosSmiley %Link	geil , die Grüne rufen zu Demo gegen ihr eigen Überwachungsgesetze auf %PosSmiley %Link	ADJD $, ART NN VVFIN APPRART NN APPR PPOSAT ADJA NN PTKVZ ITJ XY	12/MO 8/-- 11/NK 12/SB 7/-- 12/OP 13/NK 14/MNR 18/NK 18/NK 15/NK 12/SVP 19/NK 19/NK	Sentiment::markable_122::Sentiment=True|EmoExpression::markable_122::SubjectiveFact=false|EmoExpression::markable_122::Sarcasm=false|EmoExpression::markable_122::Polarity=positive|EmoExpression::markable_122::Intensity=medium|EmoExpression::markable_122::Uncertain=false|EmoExpression::markable_122::EmoExpression=True Sentiment::markable_122::Sentiment=True case=nom|Sentiment::markable_122::Sentiment=True|Target::markable_124::Anaphref=empty|Sentiment::markable_131::Intensity=medium|*=True|Target::markable_124::Preferred=true|Source::markable_131::Anaphref=empty|Sentiment::markable_131::Polarity=positive|num=pl|Target::markable_124::Target=True|Sentiment::markable_131::Sarcasm=false|Source::markable_131::Source=True|Sentiment::markable_131::Sentiment=True case=nom|Sentiment::markable_122::Sentiment=True|num=pl|Sentiment::markable_131::Sentiment=True|Source::markable_131::Source=True|*=True|Target::markable_124::Target=True pers=3|Sentiment::markable_122::Sentiment=True|num=pl|tense=pres|mood=ind|Target::markable_124::Target=True|Sentiment::markable_131::Sentiment=True case=dat|Sentiment::markable_122::Sentiment=True|num=sg|Sentiment::markable_131::Sentiment=True|gender=fem|Target::markable_124::Target=True case=dat|Sentiment::markable_122::Sentiment=True|num=sg|Sentiment::markable_131::Sentiment=True|gender=fem|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|EmoExpression::markable_131::Intensity=medium|Sentiment::markable_131::Sentiment=True|EmoExpression::markable_131::EmoExpression=True|EmoExpression::markable_131::Sarcasm=false|EmoExpression::markable_131::Uncertain=false|Target::markable_124::Target=True|EmoExpression::markable_131::SubjectiveFact=false|EmoExpression::markable_131::Polarity=positive case=acc|Sentiment::markable_122::Sentiment=True|Target::markable_131::Target=True|Sentiment::markable_131::Sentiment=True|gender=masc|Target::markable_131::Preferred=true|num=pl|Target::markable_124::Target=True|Target::markable_131::Anaphref=empty case=acc|Sentiment::markable_122::Sentiment=True|Target::markable_131::Target=True|Sentiment::markable_131::Sentiment=True|gender=masc|pos=True|num=pl|Target::markable_124::Target=True case=acc|Sentiment::markable_122::Sentiment=True|Target::markable_131::Target=True|num=pl|Sentiment::markable_131::Sentiment=True|gender=masc|Target::markable_124::Target=True Sentiment::markable_122::Sentiment=True|Sentiment::markable_131::Sentiment=True|Target::markable_124::Target=True _ pos=True
381089319131181056	positive	Klar , es ist Wahlkampf . Die Rücktrittsforderungen an Beck und Trittin Grüne finde ich trotzdem ok .	Klar , es sein Wahlkampf . die Rücktrittsforderung an Beck und Trittin Grüne finden ich trotzdem ok .	NE $, PPER VAFIN NN $. ART NN APPR NE KON NE NN VVFIN PPER PAV VVFIN $.	18/PD 15/-- 18/SB 14/-- 18/PD 19/-- 8/NK 14/OA 8/MNR 9/NK 10/CD 13/PNC 11/CJ 6/-- 14/SB 17/NK 14/OC 17/--	case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=nom|gender=fem|Target::markable_133::Target=True|Sentiment::markable_132::Polarity=positive|num=pl|Sentiment::markable_132::Sentiment=True|Target::markable_133::Preferred=true|Sentiment::markable_132::Intensity=medium|Target::markable_133::Anaphref=empty|Sentiment::markable_132::Sarcasm=false case=nom|gender=fem|num=pl|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True case=acc|*=True|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True case=nom|*=True|num=sg|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True case=nom|*=True|num=pl|Sentiment::markable_132::Sentiment=True|Target::markable_133::Target=True pers=1|Sentiment::markable_132::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|pers=1|num=sg|Sentiment::markable_132::Sentiment=True|Source::markable_134::Source=True|Source::markable_134::Anaphref=empty|*=True Sentiment::markable_132::Sentiment=True EmoExpression::markable_135::Polarity=positive|EmoExpression::markable_135::SubjectiveFact=false|Sentiment::markable_132::Sentiment=True|EmoExpression::markable_135::Sarcasm=false|EmoExpression::markable_135::Uncertain=false|EmoExpression::markable_135::Intensity=medium|EmoExpression::markable_135::EmoExpression=True _
384292162588147712	neutral	Einsam und alleine stand in Heidelsheim ein CDU - Sonnenschirm .	einsam und alleine stehen in Heidelsheim eine CDU - Sonnenschirm .	ADJD KON ADV VVFIN APPR NN ART NE $( NN $.	22/MO 19/CD 20/CJ 18/-- 22/MO 23/NK 26/NK 22/SB 26/-- 26/APP 28/--	EmoExpression::markable_136::SubjectiveFact=false|EmoExpression::markable_136::EmoExpression=True|EmoExpression::markable_136::Polarity=negative|pos=True|Sentiment::markable_137::Sentiment=True|EmoExpression::markable_136::Intensity=medium|EmoExpression::markable_136::Uncertain=false|EmoExpression::markable_136::Sarcasm=false Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True pers=3|num=sg|tense=past|mood=ind|Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_137::Sentiment=True case=acc|Target::markable_138::Anaphref=empty|num=sg|Target::markable_138::Preferred=true|gender=neut|Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_138::Target=True|Sentiment::markable_137::Sentiment=True Sentiment::markable_137::Sentiment=True
350291807738929152	negative	DT W_SK : Ärgerlich : SPD gegen Untersuchungsausschuss zu Blockupy dpa : SPD und Grüne über Untere es ...	DT %User : ärgerlich : SPD gegen Untersuchungsausschuss zu Blockupy dpa : SPD und Grüne über Untere es ...	NN NE $. ADJD $. NE APPR NN APPR NE NE $. NE KON NN APPR NN PPER $.	11/-- 12/NK 13/-- 17/NK 15/-- 12/PAR 17/MNR 18/NK 19/MNR 22/PNC 20/NK 22/-- 17/CJ 24/CD 25/CJ 26/MNR 27/NK 26/APP 29/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ Sentiment::markable_139::Sentiment=True|Sentiment::markable_139::Intensity=medium|pos=True|EmoExpression::markable_139::Intensity=medium|EmoExpression::markable_139::EmoExpression=True|EmoExpression::markable_139::SubjectiveFact=false|Sentiment::markable_139::Polarity=negative|EmoExpression::markable_139::Sarcasm=false|EmoExpression::markable_139::Uncertain=false|EmoExpression::markable_139::Polarity=negative|Sentiment::markable_139::Sarcasm=false Sentiment::markable_139::Sentiment=True case=nom|Sentiment::markable_142::Sarcasm=false|Target::markable_139::Anaphref=empty|Target::markable_139::Preferred=true|Sentiment::markable_142::Polarity=negative|gender=fem|Source::markable_142::Anaphref=empty|num=sg|Sentiment::markable_142::Intensity=medium|Source::markable_142::Source=True|Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|Sentiment::markable_142::Sentiment=True Sentiment::markable_142::Sentiment=True|EmoExpression::markable_142::Polarity=positive|EmoExpression::markable_142::Sarcasm=false|EmoExpression::markable_142::SubjectiveFact=false|EmoExpression::markable_142::EmoExpression=True|EmoExpression::markable_142::Uncertain=false|Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|EmoExpression::markable_142::Intensity=medium case=acc|gender=masc|Target::markable_142::Anaphref=empty|Target::markable_142::Preferred=true|num=sg|Target::markable_142::Target=True|Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|Sentiment::markable_142::Sentiment=True Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|Sentiment::markable_142::Sentiment=True case=dat|num=sg|gender=neut|Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|Sentiment::markable_142::Sentiment=True case=nom|num=sg|gender=fem|Target::markable_139::Target=True|Sentiment::markable_139::Sentiment=True|Sentiment::markable_142::Sentiment=True _ case=nom|gender=fem|num=sg _ case=nom|*=True|num=pl _ case=acc|gender=neut|num=pl case=nom|gender=neut|num=sg|pers=3 _
377438362866446336	neutral	Allianz GI - Umfrage : Zeitpunkt für den Ausstieg aus Niedrigzinspolitik unklar : Frankfurt ( %Link ...	Allianz GI - Umfrage : Zeitpunkt für die Ausstieg aus Niedrigzinspolitik unklar : Frankfurt ( %Link ...	NN NE $( NN $. NN APPR ART NN APPR NN ADJD $. NE $( XY $.	19/-- 20/NK 21/-- 20/PAR 23/-- 23/PD 25/MNR 28/NK 26/NK 28/MNR 29/NK 23/PD 31/-- 23/NK 33/-- 20/NK 35/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=sg pos=True _ case=nom|gender=neut|num=sg _ _ _
376247130957963264	neutral	Piraten kennen keine Wahltermine , sie sind immer aktiv .	Pirat kennen keine Wahltermin , sie sein immer aktiv .	NN VVFIN PIAT NN $, PPER VAFIN ADV ADJD $.	19/SB 17/-- 21/NK 19/OA 21/-- 24/SB 19/CJ 24/MO 24/PD 26/--	case=nom|Target::markable_148::Preferred=true|num=pl|Target::markable_148::Anaphref=empty|gender=masc|Sentiment::markable_146::Sentiment=True|Target::markable_148::Target=True pers=3|Sentiment::markable_146::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|gender=fem|Sentiment::markable_146::Sentiment=True|num=sg case=acc|gender=fem|Sentiment::markable_146::Sentiment=True|num=sg Sentiment::markable_146::Sentiment=True case=nom|*=True|Sentiment::markable_146::Sentiment=True|num=pl|pers=3 pers=3|Sentiment::markable_146::Sentiment=True|num=pl|tense=pres|mood=ind Intensifier::markable_150::Degree=medium|Intensifier::markable_150::Intensifier=True|Sentiment::markable_146::Sentiment=True|Intensifier::markable_150::EmoExpressionRef=emo-expression:markable_149 EmoExpression::markable_149::Uncertain=false|EmoExpression::markable_149::Polarity=positive|pos=True|EmoExpression::markable_149::SubjectiveFact=false|EmoExpression::markable_149::Sarcasm=false|Sentiment::markable_146::Sentiment=True|EmoExpression::markable_149::EmoExpression=True|EmoExpression::markable_149::Intensity=medium Sentiment::markable_146::Sentiment=True
358247187253592064	positive	Dietz plädiert fürs Nichtwählen . Liebe Wähler , hat einer von Euch ein zwingendes Gegenargument ?	Dietz plädieren fürs Nichtwählen . lieb Wähler , haben eine von ihr eine zwingend Gegenargument ?	NE VVFIN APPRART NN $. ADJA NN $, VAFIN PIS APPR PPER ART ADJA NN $.	12/SB 10/-- 12/MO 13/NK 14/-- 7/NK 9/SB 7/-- 5/-- 9/SB 10/PG 11/NK 15/NK 15/NK 9/OA 15/--	case=nom|Sentiment::markable_151::Sarcasm=false|Source::markable_152::Source=True|Sentiment::markable_151::Polarity=positive|gender=masc|num=sg|Source::markable_152::Anaphref=empty|Sentiment::markable_151::Intensity=medium|Sentiment::markable_151::Sentiment=True EmoExpression::markable_153::SubjectiveFact=false|mood=ind|EmoExpression::markable_153::Uncertain=false|pers=3|EmoExpression::markable_153::Polarity=positive|num=sg|tense=pres|EmoExpression::markable_153::Sarcasm=false|EmoExpression::markable_153::EmoExpression=True|EmoExpression::markable_153::Intensity=medium|Sentiment::markable_151::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_151::Sentiment=True case=acc|Target::markable_154::Target=True|num=sg|Target::markable_154::Preferred=true|gender=neut|Target::markable_154::Anaphref=empty|Sentiment::markable_151::Sentiment=True _ case=nom|gender=masc|num=pl|pos=True case=nom|gender=masc|num=pl _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg _ case=dat|pers=3|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _
347642110629003264	neutral	Der greentecawards Skandal zeigt wie stark die Hegemonie der Grünen in den Medien ist . DFR träfe ...	die %User Skandal zeigen wie stark die Hegemonie die Grüne in die Medium sein . DFR treffen ...	ART NE NN VVFIN KOKOM ADJD ART NN ART NN APPR ART NN VAFIN $. NE VVFIN $.	19/NK 19/PNC 20/SB 16/-- 22/CM 20/MO 24/NK 30/SB 26/NK 24/AG 30/MO 29/NK 27/NK 20/OC 30/-- 17/SB 15/-- 17/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_10409140::Uncertain=false|gender=fem|EmoExpression::markable_10409140::EmoExpression=True|EmoExpression::markable_10409140::SubjectiveFact=true|num=sg|EmoExpression::markable_10409140::Intensity=medium|EmoExpression::markable_10409140::Polarity=negative|EmoExpression::markable_10409140::Sarcasm=false case=gen|*=True|num=pl case=gen|*=True|num=pl _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=subj _
