319780665581264897	negative	JETZT gebe ich Player 6 den Todesstoss . Lange genug hat er sich gewehrt %PosSmiley	jetzt geben ich Player 6 die Todesstoß . lange genug haben er sich wehren %PosSmiley	ADV VVFIN PPER NN CARD ART NN $. ADV ADV VAFIN PPER PRF VVPP ITJ	2/MO 0/-- 2/SB 2/OA 4/NK 7/NK 2/OA 7/-- 10/MO 14/MO 8/-- 11/SB 14/OA 11/OC 14/NK	Sentiment::markable_1::Sarcasm=false|Sentiment::markable_1::Intensity=medium|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Polarity=negative pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True case=nom|pers=1|num=sg|Source::markable_3::Anaphref=empty|*=True|Source::markable_3::Source=True|Sentiment::markable_1::Sentiment=True case=acc|num=sg|Target::markable_2::Anaphref=empty|gender=masc|Target::markable_2::Preferred=true|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True case=acc|EmoExpression::markable_4::EmoExpression=True|EmoExpression::markable_4::Uncertain=false|gender=masc|EmoExpression::markable_4::SubjectiveFact=false|EmoExpression::markable_4::Polarity=negative|Sentiment::markable_1::Sentiment=True|num=sg|EmoExpression::markable_4::Sarcasm=false|EmoExpression::markable_4::Intensity=medium _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 case=acc|pers=3|num=sg _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
324955751145672704	positive	ich habe das Buch gelesen %PosSmiley	ich haben die Buch lesen %PosSmiley	PPER VAFIN ART NN VVPP ITJ	30/SB 28/-- 32/NK 33/OA 30/OC 33/NK	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ EmoExpression::markable_98::Uncertain=false|EmoExpression::markable_98::EmoExpression=True|EmoExpression::markable_98::Polarity=positive|EmoExpression::markable_98::Sarcasm=false|EmoExpression::markable_98::Intensity=medium|EmoExpression::markable_98::SubjectiveFact=false
323802072011128832	neutral	Und auch hier das zugehörige Pad %PosSmiley 00v3rdr1v3	und auch hier die zugehörig Pad %PosSmiley %User	KON ADV ADV ART ADJA NN ITJ NE	12/JU 9/MO 12/MO 12/NK 12/NK 6/-- 14/NK 12/NK	_ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ _
319973164375486464	positive	Morgen sind meine Eltern wieder da ! %PosSmiley	Morgen sein mein Eltern wieder da ! %PosSmiley	NN VAFIN PPOSAT NN ADV PTKVZ $. ITJ	10/SB 8/-- 12/NK 10/SB 10/MO 10/MO 14/-- 14/NK	case=nom|Target::markable_101::Preferred=true|gender=fem|Sentiment::markable_100::Sentiment=True|Sentiment::markable_100::Sarcasm=false|Target::markable_101::Anaphref=empty|num=pl|Sentiment::markable_100::Polarity=positive|Sentiment::markable_100::Intensity=medium|Target::markable_101::Target=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True case=nom|*=True|num=pl|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True case=nom|*=True|num=pl|Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True Sentiment::markable_100::Sentiment=True|Target::markable_101::Target=True Sentiment::markable_100::Sentiment=True EmoExpression::markable_103::Intensity=medium|EmoExpression::markable_103::Uncertain=false|EmoExpression::markable_103::Sarcasm=false|EmoExpression::markable_103::SubjectiveFact=false|EmoExpression::markable_103::EmoExpression=True|Sentiment::markable_100::Sentiment=True|EmoExpression::markable_103::Polarity=positive
326367722738954241	positive	Der Apfel fällt nicht weit vom Birnenbaum %PosSmiley Köhler Sven &amp; Nico Küstermann Das hat man heute gesehen .	die Apfel fallen|fällen nicht weit von Birnenbaum %PosSmiley Köhler Sven &amp; Nico Küstermann die haben man heute sehen .	ART NN VVFIN PTKNEG ADJD APPRART NN ITJ NE NE $( NE NN PDS VAFIN PIS ADV VVPP $.	10/NK 11/SB 8/-- 11/NG 11/MO 11/MO 18/PNC 18/NK 18/PNC 14/NK 18/-- 21/NK 11/MO 26/OA 11/CJ 23/SB 26/MO 23/OC 26/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg EmoExpression::markable_104::Intensity=medium|EmoExpression::markable_104::EmoExpression=True|EmoExpression::markable_104::Polarity=positive|EmoExpression::markable_104::SubjectiveFact=false|EmoExpression::markable_104::Sarcasm=false|EmoExpression::markable_104::Uncertain=false case=nom|*=True|num=sg *=True *=True *=True *=True case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ _
318692576301563904	negative	jaaaa *-* aber ich weiss nicht bei welchem lied o : habe ich ein lieblingslied ? : b	jaaaa *-* aber ich wissen nicht bei welche lied o : haben ich eine Lieblingslied ? : b	VVPP XY KON PPER VVFIN PTKNEG APPR PRELS ADJD VVFIN $. VAFIN PPER ART NN $. $. ADJA	31/OC 20/OA 21/CD 24/SB 22/CJ 24/NG 29/MO 26/NK 29/MO 24/OC 29/-- 19/-- 31/SB 34/NK 31/OA 34/-- 16/-- 16/--	EmoExpression::markable_100500220::SubjectiveFact=false|EmoExpression::markable_100500220::Polarity=positive|Sentiment::markable_107::Sentiment=True|EmoExpression::markable_100500220::Sarcasm=false|EmoExpression::markable_100500220::Uncertain=false|EmoExpression::markable_100500220::Intensity=medium|Sentiment::markable_107::Intensity=medium|EmoExpression::markable_100500220::EmoExpression=True|Sentiment::markable_107::Sarcasm=false|Sentiment::markable_107::Polarity=negative EmoExpression::markable_105::Sarcasm=false|EmoExpression::markable_105::Uncertain=false|EmoExpression::markable_105::Intensity=medium|EmoExpression::markable_105::Polarity=positive|EmoExpression::markable_105::SubjectiveFact=false|Sentiment::markable_107::Sentiment=True|EmoExpression::markable_105::EmoExpression=True Sentiment::markable_107::Sentiment=True case=nom|Sentiment::markable_107::Sentiment=True|*=True|Target::markable_108::Preferred=true|pers=1|num=sg|Target::markable_108::Target=True|Target::markable_108::Anaphref=empty pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_107::Sentiment=True|Target::markable_108::Target=True Sentiment::markable_107::Sentiment=True|Target::markable_108::Target=True Sentiment::markable_107::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_107::Sentiment=True Sentiment::markable_107::Sentiment=True EmoExpression::markable_106::Uncertain=false|EmoExpression::markable_106::EmoExpression=True|EmoExpression::markable_106::SubjectiveFact=false|EmoExpression::markable_106::Intensity=medium|Sentiment::markable_107::Sentiment=True|EmoExpression::markable_106::Polarity=negative|EmoExpression::markable_106::Sarcasm=false Sentiment::markable_107::Sentiment=True|EmoExpression::markable_106::EmoExpression=True pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 case=acc|gender=neut|num=sg case=acc|gender=neut|EmoExpression::markable_100500221::SubjectiveFact=false|EmoExpression::markable_100500221::Sarcasm=false|num=sg|EmoExpression::markable_100500221::Polarity=positive|EmoExpression::markable_100500221::EmoExpression=True|EmoExpression::markable_100500221::Uncertain=false|EmoExpression::markable_100500221::Intensity=strong _ EmoExpression::markable_109::SubjectiveFact=false|EmoExpression::markable_109::Polarity=positive|EmoExpression::markable_109::Sarcasm=false|EmoExpression::markable_109::Uncertain=false|EmoExpression::markable_109::EmoExpression=True|EmoExpression::markable_109::Intensity=medium EmoExpression::markable_109::EmoExpression=True
319737047696949249	positive	Wir haben das gleiche Bild , Sami . Weeey ! %PosSmiley	wir haben die gleich Bild , Sami . Weeey ! %PosSmiley	PPER VAFIN ART ADJA NN $, NE $. NE $. ITJ	20/SB 18/-- 23/NK 23/NK 20/OA 23/-- 20/CJ 25/-- 8/-- 9/-- 9/NK	case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg _ case=nom|*=True|num=sg _ case=nom|EmoExpression::markable_100500222::Intensity=medium|gender=neut|EmoExpression::markable_100500222::SubjectiveFact=false|EmoExpression::markable_100500222::Sarcasm=false|num=sg|EmoExpression::markable_100500222::Polarity=positive|EmoExpression::markable_100500222::EmoExpression=True|EmoExpression::markable_100500222::Uncertain=false _ EmoExpression::markable_110::Intensity=medium|EmoExpression::markable_110::Uncertain=false|EmoExpression::markable_110::Sarcasm=false|EmoExpression::markable_110::SubjectiveFact=false|EmoExpression::markable_110::EmoExpression=True|EmoExpression::markable_110::Polarity=positive
320269238625505281	positive	wollte mal ausschlafen . Aber so ab 12/  halb 1 bin ich da . %PosSmiley warum ?	wollen mal ausschlafen . aber so ab @card@ halb 1 sein ich da . %PosSmiley warum ?	VMFIN ADV VVINF $. KON ADV APPR CARD ADJD CARD VAFIN PPER ADV $. ITJ PWAV $.	11/-- 12/MO 12/OC 14/-- 11/JU 7/MO 11/MO 10/NMC 10/MO 7/NK 4/-- 11/SB 11/MO 13/-- 16/NK 14/-- 16/--	pers=3|num=sg|tense=past|mood=ind _ _ _ _ _ _ _ pos=True _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ EmoExpression::markable_111::SubjectiveFact=false|EmoExpression::markable_111::Intensity=medium|EmoExpression::markable_111::EmoExpression=True|EmoExpression::markable_111::Sarcasm=false|EmoExpression::markable_111::Uncertain=false|EmoExpression::markable_111::Polarity=positive _ _
327826286338789376	neutral	Lena Glück : Lies mich und verkaufe dein Buch Sie haben ein Buch geschrieben , doch die Verkäufe sind schleppend ?	Lena Glück : lesen ich und verkaufen dein Buch Sie haben eine Buch schreiben , doch die Verkauf sein schleppend ?	NE NN $. VVIMP PRF KON VVFIN PPOSAT NN PPER VAFIN ART NN VVPP $, KON ART NN VAFIN ADJD $.	19/NK 21/PD 19/-- 28/CJ 21/NK 22/CD 23/CJ 26/NK 24/OA 28/SB 17/-- 30/NK 31/OA 28/OC 31/-- 28/CD 35/NK 36/SB 33/CJ 36/PD 37/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=sg case=acc|*=True|num=sg|pers=1 _ pers=3|num=sg|tense=pres|mood=subj case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=pl|pers=3 pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind pos=True _
328506279175806976	negative	Foto : dortmunderjungs11 : Also wenn er lacht sieht er ja schon knuffelich aus %PosSmiley %Link	Foto : dortmunderjungs11 : also wenn er lachen sehen er ja schon knuffelich aus %PosSmiley %Link	NN $. CARD $. ADV KOUS PPER VVFIN VVFIN PPER ADV ADV ADJD PTKVZ ITJ XY	29/SB 22/-- 22/SB 24/-- 29/MO 29/CP 29/SB 21/-- 29/MO 30/SB 30/MO 34/MO 30/MO 30/SVP 35/NK 35/NK	case=nom|gender=neut|num=sg _ _ _ Sentiment::markable_112::Polarity=negative|Sentiment::markable_112::Sarcasm=false|Sentiment::markable_112::Sentiment=True|Sentiment::markable_112::Intensity=medium Sentiment::markable_112::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_112::Sentiment=True|pers=3 pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_112::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_112::Sentiment=True case=nom|Sentiment::markable_112::Sentiment=True|gender=masc|pers=3|num=sg|Target::markable_114::Target=True|Target::markable_114::Preferred=true|Target::markable_114::Anaphref=empty Sentiment::markable_112::Sentiment=True Sentiment::markable_112::Sentiment=True EmoExpression::markable_115::Uncertain=false|EmoExpression::markable_115::EmoExpression=True|EmoExpression::markable_115::SubjectiveFact=false|Sentiment::markable_112::Sentiment=True|EmoExpression::markable_115::Intensity=medium|EmoExpression::markable_115::Polarity=negative|EmoExpression::markable_115::Sarcasm=false|pos=True Sentiment::markable_112::Sentiment=True EmoExpression::markable_116::EmoExpression=True|Sentiment::markable_112::Sentiment=True pos=True
324244065191342080	neutral	Habe eigentlich noch genug Zeit für die Hausaufgaben , mache sie aber lieber morgen in der Pause .	haben eigentlich noch genug Zeit für die Hausaufgabe , machen sie aber lieb morgen in die Pause .	VAFIN ADV ADV ADV NN APPR ART NN $, VVFIN PPER ADV ADJD ADV APPR ART NN $.	26/MO 17/MO 17/MO 19/MO 17/OA 21/MNR 24/NK 22/NK 24/-- 16/-- 26/OA 26/MO 26/MO 26/MO 26/MO 33/NK 31/NK 33/--	pers=3|num=sg|tense=past|mood=subj _ _ *=True case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ pers=3|num=sg|tense=pres|mood=subj case=nom|gender=fem|num=sg|pers=3 _ _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _
323008229334478848	neutral	ich kriege das OP von Haiyore ! Nyarlko - san W immer noch nicht aus dem kopf	ich kriegen die OP von Haiyore ! Nyarlko - san W immer noch nicht aus die kopf	PPER VVFIN ART NN APPR NN $. NE $( ADJA NN ADV ADV PTKNEG APPR PDS PTKVZ	20/SB 18/-- 22/NK 20/OA 22/PG 23/NK 24/-- 7/-- 8/-- 11/NK 8/APP 14/MO 14/MO 16/NG 11/MNR 15/NK 8/SVP	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=fem|num=sg _ case=nom|*=True|num=sg _ case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ _ case=dat|gender=neut|num=sg _
325201699667066880	positive	Zühlke Blog , danke dafür , liest sich super ! Gibt ' s Abo - Liste , Hashtag , um schnell zu erfahren , wenn es wieder was Neues gibt ?	Zühlke Blog , danken dafür , lesen sich super ! geben ' s Abo - Liste , Hashtag , um schnell zu erfahren , wenn es wieder was Neue geben ?	NE NN $, VVFIN PAV $, VVFIN PRF ADJD $. VVFIN $( NN NE $( NN $, NN $, KOUI ADJD PTKZU VVINF $, KOUS PPER ADV PIAT NN VVFIN $.	19/PNC 24/SB 19/-- 19/PAR 23/NK 21/-- 17/-- 24/OA 24/MO 26/-- 10/-- 11/-- 11/PAR 13/NK 14/-- 13/APP 16/-- 16/CJ 18/-- 23/CP 23/MO 23/PM 11/MO 23/-- 30/CP 30/EP 30/MO 29/NK 30/OA 23/MO 30/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=subj _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg EmoExpression::markable_117::Intensity=strong|EmoExpression::markable_117::EmoExpression=True|EmoExpression::markable_117::Polarity=positive|EmoExpression::markable_117::SubjectiveFact=false|pos=True|EmoExpression::markable_117::Sarcasm=false|EmoExpression::markable_117::Uncertain=false _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg|pers=3 _ _ case=acc|gender=masc|num=pl _ case=acc|gender=masc|num=sg _ _ pos=True _ _ _ _ case=nom|gender=neut|num=sg|pers=3 _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _
321956866903138304	neutral	Ist es grau , dann mach dich schlau !	sein es grau , dann machen du schlau !	VAFIN PPER ADJD $, ADV VVIMP PPER ADJD $.	36/RE 32/SB 32/PD 34/-- 37/MO 31/-- 37/OA 37/MO 39/--	pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 pos=True _ _ pers=3|num=sg|tense=past|mood=ind case=acc|pers=2|num=sg pos=True _
318962694411653120	positive	der mensch ist unhöflich , müde , sehr interessant , seltsam und neugierig !	die Mensch sein unhöflich , müde , sehr interessant , seltsam und neugierig !	ART NN VAFIN ADJD $, ADJD $, ADV ADJD $, ADJD KON ADJD $.	11/NK 12/SB 9/-- 12/PD 13/-- 13/CJ 15/-- 18/MO 15/CJ 18/-- 18/CJ 20/CD 21/CJ 22/--	case=nom|Sentiment::markable_118::Polarity=positive|Sentiment::markable_118::Sentiment=True|gender=masc|Sentiment::markable_118::Intensity=medium|Target::markable_119::Target=True|Sentiment::markable_118::Sarcasm=false|num=sg|Target::markable_119::Preferred=true|Target::markable_119::Anaphref=empty case=nom|gender=masc|num=sg|Sentiment::markable_118::Sentiment=True|Target::markable_119::Target=True pers=3|Sentiment::markable_118::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_118::Sentiment=True|EmoExpression::markable_120::Uncertain=false|EmoExpression::markable_120::EmoExpression=True|pos=True|EmoExpression::markable_120::Intensity=medium|EmoExpression::markable_120::Polarity=negative|EmoExpression::markable_120::Sarcasm=false|EmoExpression::markable_120::SubjectiveFact=false Sentiment::markable_118::Sentiment=True EmoExpression::markable_121::SubjectiveFact=false|EmoExpression::markable_121::EmoExpression=True|EmoExpression::markable_121::Polarity=negative|Sentiment::markable_118::Sentiment=True|pos=True|EmoExpression::markable_121::Intensity=medium|EmoExpression::markable_121::Uncertain=false|EmoExpression::markable_121::Sarcasm=false Sentiment::markable_118::Sentiment=True Sentiment::markable_118::Sentiment=True|Intensifier::markable_123::Degree=medium|Intensifier::markable_123::Intensifier=True|Intensifier::markable_123::EmoExpressionRef=emo-expression:markable_122 EmoExpression::markable_122::Polarity=positive|EmoExpression::markable_122::SubjectiveFact=false|Sentiment::markable_118::Sentiment=True|EmoExpression::markable_122::Sarcasm=false|EmoExpression::markable_122::Intensity=medium|EmoExpression::markable_122::EmoExpression=True|pos=True|EmoExpression::markable_122::Uncertain=false Sentiment::markable_118::Sentiment=True Sentiment::markable_118::Sentiment=True|EmoExpression::markable_124::Uncertain=false|EmoExpression::markable_124::SubjectiveFact=false|pos=True|EmoExpression::markable_124::EmoExpression=True|EmoExpression::markable_124::Sarcasm=false|EmoExpression::markable_124::Polarity=positive|EmoExpression::markable_124::Intensity=medium Sentiment::markable_118::Sentiment=True EmoExpression::markable_125::EmoExpression=True|pos=True|EmoExpression::markable_125::Polarity=positive|EmoExpression::markable_125::Intensity=medium|Sentiment::markable_118::Sentiment=True|EmoExpression::markable_125::Uncertain=false|EmoExpression::markable_125::Sarcasm=false|EmoExpression::markable_125::SubjectiveFact=false EmoExpression::markable_126::Sarcasm=false|EmoExpression::markable_126::Uncertain=false|Sentiment::markable_118::Sentiment=True|EmoExpression::markable_126::Intensity=medium|EmoExpression::markable_126::SubjectiveFact=false|EmoExpression::markable_126::EmoExpression=True|EmoExpression::markable_126::Polarity=positive
325162078191095808	neutral	Mal sehen was morgen denn dann geht gegen den neuen deutschen Meister ... Punkte brauchen die eh nicht mehr + heimsieg h96	Mal sehen was morgen denn dann gehen gegen die neu deutsch Meister ... Punkt brauchen die eh nicht mehr + heimsieg h96	NN VVFIN PIS ADV ADV ADV VVFIN APPR ART ADJA ADJA NN $. NN VVFIN PDS ADV PTKNEG ADV KON VVFIN CARD	16/MO 14/-- 16/OA 17/MNR 20/MO 21/MO 16/CJ 21/MO 26/NK 26/NK 26/NK 22/NK 26/-- 15/SB 13/-- 15/OA 15/MO 15/NG 18/MO 15/CD 20/CJ 21/OA	_ pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg _ _ _ _ pers=3|num=sg|tense=past|mood=ind _
325122612378337281	neutral	Wie wäre ' s jetzt mit einem exotischen Cocktail auf Bali ? %Link	wie sein ' s jetzt mit eine exotisch Cocktail auf Bali ? %Link	KOKOM VAFIN $( NN ADV APPR ART ADJA NN APPR NE $. XY	27/MO 22/-- 24/-- 24/SB 26/MO 26/OP 31/NK 31/NK 28/NK 31/MNR 32/NK 33/-- 12/--	_ pers=3|num=sg|tense=past|mood=subj _ _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg _ case=acc|*=True|num=sg _ _
326378849120157697	negative	Twitter , Facebook , Google + ... so viele ' Spielwiesen ' und so viel Einsamkeit .	Twitter , Facebook , Google + ... so viele ' Spielwiese ' und so viele Einsamkeit .	NN $, NE $, VVFIN KON $. ADV PIAT $( NN $( KON ADV PIAT NN $.	13/-- 14/-- 14/CJ 16/-- 16/CJ 18/MO 19/CJ 11/MO 11/NK 9/-- 7/-- 11/-- 11/CD 15/MO 16/NK 13/CJ 16/--	case=nom|Sentiment::markable_127::Sarcasm=false|gender=masc|Sentiment::markable_127::Polarity=negative|Target::markable_128::Anaphref=empty|Target::markable_128::Preferred=true|num=pl|Sentiment::markable_127::Intensity=medium|Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True case=nom|gender=masc|num=pl|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True case=nom|gender=masc|num=pl|Sentiment::markable_127::Sentiment=True|Target::markable_128::Target=True Target::markable_128::Target=True|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True case=nom|*=True|num=pl|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True case=nom|*=True|num=pl|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True Intensifier::markable_130::Intensifier=True|Intensifier::markable_130::Degree=medium|Intensifier::markable_130::EmoExpressionRef=emo-expression:markable_129|Sentiment::markable_127::Sentiment=True Intensifier::markable_130::Intensifier=True|*=True|Sentiment::markable_127::Sentiment=True case=acc|EmoExpression::markable_129::Intensity=medium|EmoExpression::markable_129::Uncertain=false|EmoExpression::markable_129::Sarcasm=false|EmoExpression::markable_129::EmoExpression=True|gender=fem|EmoExpression::markable_129::Polarity=negative|num=sg|EmoExpression::markable_129::SubjectiveFact=false|Sentiment::markable_127::Sentiment=True Sentiment::markable_127::Sentiment=True
324071884239036417	neutral	" das Leben ist zu kurz um Müesli zu frühstücken " ( Reinhold Messner ) CSSTeam_at	" die Leben sein zu kurz um Müesli zu frühstücken " ( Reinhold Messner ) %User	$( ART NN VAFIN PTKA ADJD APPR NE PTKZU VVINF $( $( NE NE $( NE	19/-- 20/NK 21/SB 17/-- 23/MO 27/MO 27/OP 24/NK 27/PM 21/OC 27/-- 28/-- 31/PNC 27/PAR 31/-- 27/OA	_ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ pos=True _ case=acc|*=True|num=sg _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind
320226570247745536	negative	Zwei Wochen Pause für Bale : Hier entschuldigt sich Degen : Nach dem unglücklichen Zweikampf mit Gareth Bale ent ...	zwei Woche Pause für Bale : hier entschuldigen sich Degen : nach die unglücklich Zweikampf mit Gareth Bale ent ...	CARD NN NN APPR NN $. ADV VVFIN PRF NE $. APPR ART ADJA NN APPR NE NE VVFIN $.	18/NK 35/OA 18/NK 18/MNR 20/NK 21/-- 24/MO 16/-- 24/OA 24/SB 26/-- 35/MO 31/NK 31/NK 28/NK 31/MNR 34/PNC 32/NK 24/OC 35/--	_ case=acc|gender=fem|num=pl case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=nom|*=True|num=sg _ Sentiment::markable_131::Polarity=negative|Sentiment::markable_131::Sentiment=True|Sentiment::markable_131::Sarcasm=false|Sentiment::markable_131::Intensity=medium case=dat|Target::markable_132::Target=True|num=sg|Sentiment::markable_131::Sentiment=True|Target::markable_132::Preferred=true|gender=neut|Target::markable_132::Anaphref=empty case=dat|Target::markable_132::Target=True|EmoExpression::markable_133::Uncertain=false|gender=neut|EmoExpression::markable_133::SubjectiveFact=false|pos=True|EmoExpression::markable_133::EmoExpression=True|EmoExpression::markable_133::Sarcasm=false|num=sg|EmoExpression::markable_133::Polarity=negative|EmoExpression::markable_133::Intensity=medium|Sentiment::markable_131::Sentiment=True case=dat|gender=neut|Target::markable_132::Target=True|num=sg|Sentiment::markable_131::Sentiment=True Target::markable_132::Target=True|Sentiment::markable_131::Sentiment=True case=dat|gender=neut|Target::markable_132::Target=True|num=sg|Sentiment::markable_131::Sentiment=True case=dat|gender=neut|Target::markable_132::Target=True|num=sg|Sentiment::markable_131::Sentiment=True _ _
322641413235949569	neutral	Himmel blau und Sonne satt %Smiley	Himmel blau und Sonne satt %Smiley	NN ADJD KON NN ADJD ITJ	20/-- 21/PD 21/CD 23/CJ 21/PAR 25/DM	case=nom|gender=masc|num=sg pos=True _ case=acc|gender=fem|num=sg pos=True EmoExpression::markable_100500223::EmoExpression=True
318494157087854592	negative	Die Feinde des Reichs werden vor der Macht meines neuen Zaubers erzittern , Tief. %Link Android AndroidGames gameinsight	die Feind die Reich werden vor die Macht mein neu Zauber erzittern , Tief. %Link Android AndroidGames gameinsight	ART NN ART NE VAFIN APPR ART NN PPOSAT ADJA NN VVINF $, NE XY NN NE NE	8/NK 11/SB 10/NK 8/AG 6/-- 18/MO 14/NK 12/NK 17/NK 17/NK 14/AG 11/OC 18/-- 19/NK 20/PNC 15/-- 18/PNC 16/NK	case=nom|EmoExpression::markable_136::SubjectiveFact=false|EmoExpression::markable_136::Polarity=negative|EmoExpression::markable_136::EmoExpression=True|gender=fem|Sentiment::markable_134::Intensity=medium|num=sg|Sentiment::markable_134::Polarity=negative|Sentiment::markable_134::Sentiment=True|EmoExpression::markable_136::Intensity=medium|Sentiment::markable_134::Sarcasm=false|EmoExpression::markable_136::Uncertain=false|EmoExpression::markable_136::Sarcasm=false case=nom|gender=fem|EmoExpression::markable_136::EmoExpression=True|num=sg|Sentiment::markable_134::Sentiment=True case=gen|num=sg|Target::markable_135::Preferred=true|gender=masc|Sentiment::markable_134::Sentiment=True|Target::markable_135::Target=True|Target::markable_135::Anaphref=empty case=gen|gender=masc|Sentiment::markable_134::Sentiment=True|num=sg|Target::markable_135::Target=True pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg|pos=True case=gen|gender=neut|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _
